"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_786","0_64","ALL","ALB","","","","","","","","","","","","","","","","","","","","10.48","10.68","11.95","","","13.23","12.61","9.34","7.17","6.39","4.83","8.43","5.36","1.93","10.56","9.86","11.8","10.51","0","0.14","8.77","8.7","0","","","","","","",""
"HFAMDB_786","0_64","ALL","ARM","","","","","","","","","","","","","","9.1","10.04","","","11.57","11.1","11.61","13.97","19.89","19.87","17.68","14.14","9.76","6.09","6.48","6.58","5.69","6.19","4.45","4.96","4.79","5.81","5.72","","","5.35","","5.81","5.56","","","7.03","6.09","5.94","9.62","6.72"
"HFAMDB_786","0_64","ALL","AUT","","30.06","32.3","35.52","36.44","34.34","30.78","30.45","27.61","26.43","27.46","25.99","23.54","23.27","23.53","23.81","22.27","18.48","17.88","17.79","18.07","17.47","17.3","16.47","14.81","15.3","15.6","13.93","11.82","12.9","10.1","11.69","10.76","10.53","10.17","10.23","9.36","8.51","7.85","7.51","6.72","6.34","5.76","5.23","5.25","4.11","4.16","4.35","3.8"
"HFAMDB_786","0_64","ALL","AZE","","","","","","","","","","","","","","14.58","13.24","","","12.17","15.87","13.99","17.59","18.11","17.28","15.66","15.89","13.65","11.73","9.71","7.79","5.96","5.83","4.74","6.11","5.18","5.03","7.23","4.16","","","0.98","","","","","","","","",""
"HFAMDB_786","0_64","ALL","BLR","","","","","","","","","","","","","","17.89","17.62","","","15.12","13.57","14.52","19.5","24.31","27.28","28.95","27.12","22.29","20.52","21.86","21.14959903","20.45","22.5","20.52","18.09","18.28","21.18","21.32","20.1184957","19.73423749","","18.37","18.72","15.24","14.14","14.96","","10.95","9.81","",""
"HFAMDB_786","0_64","ALL","BEL","25.65","26.25","27.92","27.96","28.22","26.49","24.68","22.19","23.02","22.58","22.37","21.89","23.43","21.93","20.55","20.9","18.15","16.97","19.21","17.69","17.33","17.22","17.25","16.63","15.58","16.29","17.27","15.19","13.78","13.67","14.9","14.36","15.82","15.36","13.32","11.09","10.87","10.39","9.77","10.4","9.04","8.63","7.88","7.3","6.08","6.18","5.54","5.35",""
"HFAMDB_786","0_64","ALL","BIH","","","","","","","","","","","","","","","","","","7.05","5.72","5.03","5.27","4.45","4.25","3.63","","","","","","","","","","","","","","","","","","","","0.08","","","5.25","",""
"HFAMDB_786","0_64","ALL","BGR","16.92","15.63","15.52","16.4","15.95","15.1","13.42","15.52","14.38","15.14","15.9","15.65","14.78","15.15","15.75","13.05","14.06","14.55","12.95","13.99","13.58","14.84","17.58","12.02","14.76","13.18","15.49","13.96","11.59","10.12","10.51","11.08","10.87","12.18","11.32","11.37","11.39","10.37","12.71","12.55","12.99","10.8","8.75","7.77","6.63","7.3","7.81","",""
"HFAMDB_786","0_64","ALL","HRV","","","","","","","","","","","","","","","","","","22.72","20.77","20.28","19.81","19.32","20.65","19.26","16.51","12.34","11.65","14.72","13.07","13.15","13.76","13.08","15.12","13.69","13.12","15.07","13.95","13.14","13.28","13.88","14.68","12.02","9.49","10.01","8.92","8.53","7.17","8.83","7"
"HFAMDB_786","0_64","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.16","13.54","","","","15.34","30.89","10.07","12.16","10.21","9.31","8.13","7.66","6.25","5.02","4.87","6.43","5.55"
