"Measure code","AGE_GRP","SEX","COUNTRY_REGION","YEAR","VALUE"
"HFAMDB_762","0_14","MALE","BEL","2012","0.3"
"HFAMDB_762","0_14","MALE","BEL","2002","0.2"
"HFAMDB_762","0_14","ALL","AUT","2013","0.31"
"HFAMDB_762","0_14","FEMALE","AUT","2013","0.47"
"HFAMDB_762","0_14","MALE","AUT","2013","0.15"
"HFAMDB_762","0_14","FEMALE","BEL","2002","0.31"
"HFAMDB_762","0_14","ALL","BEL","2001","0.56"
"HFAMDB_762","0_14","ALL","BEL","2002","0.25"
"HFAMDB_762","0_14","FEMALE","BEL","2001","0.42"
"HFAMDB_762","0_14","MALE","BEL","2001","0.7"
"HFAMDB_762","0_14","FEMALE","BEL","2012","0.32"
"HFAMDB_762","0_14","ALL","BEL","2012","0.31"
"HFAMDB_762","0_14","MALE","KGZ","2013","2.63"
"HFAMDB_762","0_14","FEMALE","KGZ","2013","1.44"
"HFAMDB_762","0_14","ALL","KGZ","2013","2.04"
"HFAMDB_762","0_14","MALE","HRV","2013","0.29"
"HFAMDB_762","0_14","FEMALE","HRV","2013","0"
"HFAMDB_762","0_14","ALL","HRV","2013","0.15"
"HFAMDB_762","0_14","FEMALE","CZE","2013","0.29"
"HFAMDB_762","0_14","ALL","CZE","2013","0.49"
"HFAMDB_762","0_14","MALE","CZE","2013","0.68"
"HFAMDB_762","0_14","FEMALE","DEU","2013","0.21"
"HFAMDB_762","0_14","ALL","DEU","2013","0.15"
"HFAMDB_762","0_14","MALE","DEU","2013","0.1"
"HFAMDB_762","0_14","MALE","HUN","2013","0"
"HFAMDB_762","0_14","FEMALE","HUN","2013","0.14"
"HFAMDB_762","0_14","ALL","HUN","2013","0.07"
"HFAMDB_762","0_14","MALE","MDA","2013","0"
"HFAMDB_762","0_14","ALL","MDA","2013","0.5"
"HFAMDB_762","0_14","FEMALE","MDA","2013","1.04"
"HFAMDB_762","0_14","FEMALE","SRB","2013","0"
