"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_425","GTE75","ALL","ALB","","","","","","","","","","","","","","","","","","","","6.62","4.01","1.57","","","5.72","6.42","4.16","0","0","2.5","0","0","3.91","4.62","8.11","4.71","5.99","3.03","0.97","0","0.87","0","","","","","","",""
"HFAMDB_425","GTE75","ALL","ARM","","","","","","","","","","","","","","0","2.72","","","7.84","0","5.24","0","0","0","4.26","5.13","7.75","15.55","6.19","2.41","1.28","0","3.44","0","2.96","0.86","0.76","","","","","0.63","","","","1.29","1.63","3.66","2.48","1.98"
"HFAMDB_425","GTE75","ALL","AUT","","","","","","","","","","","","","0.55","0.93","3.51","0.53","0","0.19","0.83","0.62","1.06","0.55","1.75","1.66","0.45","0.43","0.63","0.67","0.34","1.07","1.1","1.12","0.35","1.04","2.07","2.41","2.67","3.53","6.05","8.36","8.08","7.26","5.86","6.63","9.66","9.57","8.62","10.05","13.67"
"HFAMDB_425","GTE75","ALL","AZE","","","","","","","","","","","","","","1.94","3.54","","","2.07","2.12","1.36","2.62","1.41","2.67","0.63","2.18","3.16","3.16","5.34","3.76","7.91","4.37","3.1","7.41","2.43","3.17","1.18","0","","","0","","","","","","","","",""
"HFAMDB_425","GTE75","ALL","BLR","","","","","","","","","","","","","","1.91","1.1","","","0.38","0.88","0.18","0.86","0.95","1.06","0.43","0","0.29","0.17","0.73","0.78026665","0.51","0.24","1.13","0.2","0.24","0","0","0.16032218","0","","0","0","0","0","0.18","","0.12","0.34","",""
"HFAMDB_425","GTE75","ALL","BEL","","","","","","","","","","","","6.5","6.19","4.81","8.75","6.05","7.86","4.43","6.91","6.02","5.81","6.6","10.05","8.05","9.77","12.71","9.4","14.31","15.23","13.86","12.22","11.25","10.77","10.46","15.99","20.97","34.02","33","29.15","21.27","29.28","36.99","35.73","31.05","18.56","31.03","26.11","34.97",""
"HFAMDB_425","GTE75","ALL","BIH","","","","","","","","","","","","","","","","","","0","3.39","0.88","0","0","0","0","","","","","","","","","","","","","","","","","","","","0.42","","","5.74","",""
"HFAMDB_425","GTE75","ALL","BGR","","","","","","","","","","","","","1.04","1","0.71","1.39","0.23","0.87","0.99","0.63","0.41","0.19","0.61","0.22","1.7","1.3","2.25","0.52","0.18","1.07","1.04","0.6","0.58","0.17","0","0.17","0.34","0.45","1.08","1.02","0.82","1.93","1.22","0.56","1.25","0.93","1.75","",""
"HFAMDB_425","GTE75","ALL","HRV","","","","","","","","","","","","","","","","","","0","1.73","0.37","0.77","0.36","1.16","1.73","2.3","2.79","1.47","1.16","0.34","4.68","1.53","2.94","4.2","1.98","2.12","2.77","2.77","4.8","7.03","3.34","2.42","3.17","5.08","6.09","4.01","4.17","9.79","8.56","13.12"
"HFAMDB_425","GTE75","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","10.3","5.27","9.87","7.26","31.86","13.89","39.02","28.72","32.87","48.9","67.66","65.98"
