"Measure code","AGE_GRP","SEX","COUNTRY_REGION","YEAR","VALUE"
"HFAMDB_103","01_04","MALE","AUT","2012","16.56"
"HFAMDB_103","01_04","FEMALE","AUT","2012","12.31"
"HFAMDB_103","01_04","ALL","AUT","2012","14.49"
"HFAMDB_103","01_04","ALL","BEL","2011","21.73"
"HFAMDB_103","01_04","FEMALE","BEL","2011","15.5"
"HFAMDB_103","01_04","ALL","BEL","2000","29.99"
"HFAMDB_103","01_04","MALE","BEL","2000","35.07"
"HFAMDB_103","01_04","MALE","BEL","2011","27.69"
"HFAMDB_103","01_04","FEMALE","BEL","2000","24.69"
"HFAMDB_103","01_04","MALE","BIH","2011","24.84"
"HFAMDB_103","01_04","ALL","BIH","2011","20.28"
"HFAMDB_103","01_04","FEMALE","BIH","2011","15.45"
"HFAMDB_103","01_04","FEMALE","BLR","2011","24.69"
"HFAMDB_103","01_04","MALE","BLR","2011","36.73"
"HFAMDB_103","01_04","ALL","BLR","2011","30.89"
"HFAMDB_103","01_04","ALL","CYP","2011","18.16"
"HFAMDB_103","01_04","FEMALE","CYP","1999","26.89"
"HFAMDB_103","01_04","MALE","CYP","2011","15.16"
"HFAMDB_103","01_04","MALE","CYP","2012","34.71"
"HFAMDB_103","01_04","FEMALE","CYP","2012","5.16"
"HFAMDB_103","01_04","FEMALE","CYP","2011","21.32"
"HFAMDB_103","01_04","ALL","CYP","2012","20.23"
"HFAMDB_103","01_04","ALL","FIN","2012","16.42"
"HFAMDB_103","01_04","FEMALE","FIN","2012","17.63"
"HFAMDB_103","01_04","MALE","FIN","2012","15.25"
"HFAMDB_103","01_04","MALE","FRA","2011","17.5"
"HFAMDB_103","01_04","ALL","FRA","2011","16.42"
"HFAMDB_103","01_04","FEMALE","FRA","2011","15.28"
"HFAMDB_103","01_04","ALL","GEO","2011","42.97"
"HFAMDB_103","01_04","FEMALE","GEO","2012","37.27"
"HFAMDB_103","01_04","MALE","GEO","2011","48.68"
"HFAMDB_103","01_04","MALE","GEO","2012","55.33"
"HFAMDB_103","01_04","FEMALE","GEO","2011","36.54"
"HFAMDB_103","01_04","ALL","GEO","2012","46.8"
"HFAMDB_103","01_04","MALE","GRC","2012","16.08"
"HFAMDB_103","01_04","ALL","GRC","2012","16.88"
