"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_695","05_14","ALL","ALB","","","","","","","","","","","","","","","","","","","","4.59","8.14","5.49","","","4.15","4.51","3.89","3.15","4.23","3.45","4.07","5.22","2.83","4.31","3.1","5.85","5.98","3.03","4.82","3.06","2.58","2.97","","","","","","",""
"HFAMDB_695","05_14","ALL","ARM","","","","","","","","","","","","","","6.65","6.96","","","5.52","5.15","5.51","5.31","3.86","3.29","2.4","3.38","4.14","3.3","3.29","3.94","4.08","3.34","3.98","4","3.59","3.86","5.19","","","3.17","","1.18","4.17","","","3.93","1.93","2.83","4.36","3.1"
"HFAMDB_695","05_14","ALL","AUT","","7.62","7.84","6.81","7.45","7.4","6.99","6","5.72","5.17","5.8","4.46","5.88","5.48","5.58","5.48","4.49","3.13","3.38","3.11","3.34","3.45","2.68","3.07","2.82","3","3.61","2.32","2.33","2.86","2.64","1.9","2.86","1.91","2.22","3.08","2.27","2.3","2.25","2.85","1.85","2.45","2.28","2.4","2.17","2.43","2.81","2.67","2.75"
"HFAMDB_695","05_14","ALL","AZE","","","","","","","","","","","","","","6.61","6.84","","","6.9","7.67","5.6","6.82","4.26","4.39","5","4.09","4.15","4.55","4.44","3.9","5.18","4.4","4.62","6.16","6.1","7.42","6.56","6.53","","","4.03","","","","","","","","",""
"HFAMDB_695","05_14","ALL","BLR","","","","","","","","","","","","","","7.16","7.67","","","7.68","7.97","7.31","7.68","7.06","7.4","5","6.15","5.15","4.51","4.58","3.69754784","3.6","3.67","3.33","3.54","3.53","2.94","3.24","1.73256732","2.58216177","","3.06","2.21","2.49","2.66","2.34","","2.6","1.89","",""
"HFAMDB_695","05_14","ALL","BEL","6.93","5.95","7.11","7.3","5.96","7.13","6.73","7.19","6.01","4.39","5.15","5.4","5.76","6.38","6.15","5.26","3.47","3.64","5.27","4.31","2.71","3.71","3.57","3.72","5.08","4.06","2.14","2.48","3.55","3.94","3.35","2.37","2.77","3.33","2.84","2.43","2.37","3.05","2.81","2.15","2.01","2.5","2.57","2.13","2.76","1.83","2.3","1.79",""
"HFAMDB_695","05_14","ALL","BIH","","","","","","","","","","","","","","","","","","5.36","3.47","4.81","4.32","4.63","2.86","3.8","","","","","","","","","","","","","","","","","","","","0.62","","","1.29","",""
"HFAMDB_695","05_14","ALL","BGR","8.27","7.67","8.05","7.32","6.28","8.48","6.99","8.96","7.82","8.62","7.89","8.04","7.37","7.93","7.33","6.84","7.81","6.47","5.61","6.64","5.39","6.47","5.1","5.96","5.49","5.35","5.54","4.89","5.28","4.58","4.79","5.35","3.74","4.14","3.94","4.08","4.44","4.38","4.92","4","4.65","3.35","3.51","2.16","3.6","2.15","2.75","",""
"HFAMDB_695","05_14","ALL","HRV","","","","","","","","","","","","","","","","","","5.34","5.58","2.56","5.12","5.13","3.82","4.49","3.68","2.72","3.37","2.83","3.21","4.12","2.58","3.49","3.97","3.07","3.5","2.92","3.96","2.99","3.69","2.12","2.38","3.63","2.73","3.01","1.7","2.85","2.89","3.63","2.68"
"HFAMDB_695","05_14","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.64","0","","","","3.88","5.03","4.03","8.3","3.26","0","2.16","1.05","3.25","4.4","2.15","3.32","4.37"
"HFAMDB_695","05_14","ALL","CZE","","","","","","","","","","","","","","","","","","","5.35","5.45","6.02","5.42","5.83","4.16","4.62","4.1","5.19","4.74","4.96","3.77","4.12","4.35","4.2","3.02","2.94","2.53","2.7","2.05","2.61","2.32","2.93","2.68","2.69","1.36","2.25","2.27","2.21","1.59","2.58"
"HFAMDB_695","05_14","ALL","DNK","","6.24","6.52","6.42","8.18","5.81","6.72","7.89","6.02","5.5","4.61","5.94","5.88","6","5.61","6.26","4.51","6.79","5.21","3.66","3.25","2.86","4.57","4.47","4.44","3.2","4.04","4.8","4.27","4.24","3.25","3.16","3.14","5.58","2.68","2.05","3.19","2.03","1.6","1.91","2.78","2.06","1.05","2.4","1.36","1.81","1.66","1.66",""
"HFAMDB_695","05_14","ALL","EST","","","","","","","","","","","","","","6","11.93","","","7.17","6.68","5.76","10.15","6.61","6.16","3.87","7.03","7.66","5.05","6.41","9.39","5.33","4.92","3.14","2.85","5.96","7.13","5.24","2.56","5.8","3.01","2.37","0.8","2.38","3.9","3.16","2.97","3.61","0.81","1.45",""
"HFAMDB_695","05_14","ALL","FIN","","8.57","6.92","8.04","7.09","6.76","5.89","6.72","6.26","4.26","5.92","6.39","5.97","6.77","3.91","4.28","4.76","4.64","2.36","4.25","4.19","2.15","2.76","3.23","2.94","1.86","2.01","4.33","3.24","3.24","2.92","3.23","2.01","2.48","3.42","2.96","3.3","3.39","2.77","2.92","3.52","2.67","3.25","2.73","2.73","1.71","3.16","",""
"HFAMDB_695","05_14","ALL","FRA","6.97","6.59","7.3","7.3","6.82","6.78","7.22","6.29","6.27","7.06","6.71","6.37","6.61","5.83","5.43","5.24","5.74","5.06","4.62","4.92","3.75","4.26","4.13","3.96","4.4","3.99","3.95","3.32","3.42","3.32","3.39","3.14","2.86","2.96","3.54","2.76","2.89","2.84","2.55","2.66","2.4","2.56","2.59","2.42","2.14","2.23","2.48","",""
"HFAMDB_695","05_14","ALL","GEO","","","","","","","","","","","","","","5.78","3.82","","","5.78","4.73","6.22","5.51","6.03","4.93","3.33","1.85","","3.22","2.15","2.67","3.92","2.71","2.79","2.1","1.87","","","2.96","2.63","2.28","2.06","","4.29","1.87","2.09","29.94","3.81","3.01","3.14",""
"HFAMDB_695","05_14","ALL","DEU","","","","","","","","","","","","","","","","","","","","","","","3.19","3.82","3.31","3.42","3.25","3.03","2.51","2.73","2.65","2.96","2.77","2.63","2.32","2.69","2.22","2.66","2.35","2.23","2.51","2.45","2.13","2.52","2.31","2.32","2.22","2.19",""
"HFAMDB_695","05_14","ALL","GRC","7.19","8.63","8.97","7.66","7.55","6.93","7.4","8.93","7.55","7.94","7.07","6.1","6.14","5.74","6.19","6.02","6.48","4.81","4.31","5.39","3.71","4.11","3.82","2.76","4.05","4.42","2.97","4.27","4.12","2.72","2.89","3.46","3.27","4.21","3.25","2.56","4.43","4.05","3.21","2.95","2.47","3.71","3.8","3.91","3.17","","2.42","2.14",""
"HFAMDB_695","05_14","ALL","HUN","","7.8","6.86","6.52","7.67","6.47","8","5.83","6.42","6.65","7.17","7.41","6.81","6.55","7.15","6.66","5.56","4.97","5.84","5.74","4.97","5.88","4.94","4.93","5.2","3.88","4.97","5.97","4.27","4.79","4.16","4.78","4.31","4.24","4.48","4.25","3.71","3.03","3.14","3.08","3.2","4.05","3.18","1.85","3.3","2.79","3.4","2.78","2.07"
"HFAMDB_695","05_14","ALL","ISL","","","","8.78","4.39","11.11","4.61","2.36","4.39","4.42","4.67","4.81","2.39","4.81","0","9.76","0","2.38","4.74","7.14","0","2.29","4.78","0","0","0","0","0","7.12","6.92","0","8.75","2.34","4.48","4.38","4.46","0","4.51","0","4.57","2.35","4.6","2.29","2.31","2.35","0","0","2.35","0"
"HFAMDB_695","05_14","ALL","IRL","6.72","5.02","5.94","5.31","5.45","7.04","4.84","3.72","5.74","5.52","5.77","4.51","4.79","4.33","5.33","3.71","3.84","3.98","5.14","3.72","3.61","3.65","3.09","4.62","2.14","2.53","2.86","1.72","2.97","2.49","2.17","2.27","1.77","2.17","2.36","3.65","3.62","1.25","3.91","2.87","3.26","1.49","2.47977217","2.74","3.49","2.95","","",""
"HFAMDB_695","05_14","ALL","ISR","","","","","","","","6.02","7.86","6.75","6.41","6.33","3.76","4.97","4.44","4.67","5.03","4.29","3.97","4.16","4.32","3.3","3.66","4.41","3.73","4.44","3.1","2.8","3.33","2.91","2.33","3.27","2.87","3.1","3.3","3.11","2.35","2.66","2.88","3.37","3.15","2.46","2.12","3.2","1.9","1.8","2.46","2.67",""
