"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_103","01_04","ALL","ALB","","","","","","","","","","","","","","","","","","","","431.82","383.27","390","","","297.82","329.13","289.41","254.45","226.6","143.61","154.5","144.78","131.37","114.31","136.54","144.93","116.39","106.22","84.45","56.84","52.94","61.47","","","","","","",""
"HFAMDB_103","01_04","ALL","ARM","","","","","","","","","","","","","","276.03","256.67","","","279.08","258.67","236.33","839.39","170.15","148.53","117.4","122.16","125.54","110.34","103.18","79.46","84.11","73.11","71.23","88","67.74","52.56","41.11","","","50.65","","37.74","48.86","","","33.94","31.32","40.97","38.91","33.46"
"HFAMDB_103","01_04","ALL","AUT","","103.82","101.5","87.58","90.79","82.1","84.1","83.72","72.96","65.61","72.45","62.84","67.32","60.84","54.18","47.56","55.05","53.13","44.81","39.65","34.2","44.4","43.44","38.59","38.29","31.53","36","31.74","28.94","29.28","27.2","27.95","22.59","22.94","19.5","28.21","15.68","21.29","21.81","17.13","19.09","20.73","19","17.77","14.49","16.9","14.55","13.42","14.89"
"HFAMDB_103","01_04","ALL","AZE","","","","","","","","","","","","","","734.72","683.61","","","596.7","580.57","525.11","601.36","521.62","469.92","415.34","403.02","385.13","430.06","394.83","352.87","349.82","285.04","246.31","295.1","281.96","247.97","260.5","195.2","","","117.31","","","","","","","","",""
"HFAMDB_103","01_04","ALL","BLR","","","","","","","","","","","","","","101.59","87.88","","","89.17","86.67","79.59","95.55","80.69","80.88","83.15","77.37","73.7","71.71","78.99","78.58630079","70.43","73.59","83.46","74.28","62.18","77.89","54.24","55.70258698","55.25156289","","44.42","37.05","40","37.65","30.89","","28.95","23.6","",""
"HFAMDB_103","01_04","ALL","BEL","92.91","96.16","87.13","89.9","89.49","75.82","74.23","71.16","71.89","63.14","61.29","66.53","65.65","67.71","57.38","63.78","62.58","43.17","47.84","40.84","42.16","36.68","42.69","34.13","34.75","32.49","31.99","34.97","27.27","25.91","29.73","25.82","29.99","30.48","25.76","26.08","20.48","24.97","21.71","22.36","17.72","23.57","20.92","21.73","20.64","21.1","17.02","16.59",""
"HFAMDB_103","01_04","ALL","BIH","","","","","","","","","","","","","","","","","","65.96","74.14","70.55","64.76","62.72","45.33","42.17","","","","","","","","","","","","","","","","","","","","20.28","","","16.6","",""
"HFAMDB_103","01_04","ALL","BGR","125.46","124.5","121.93","120.84","111.73","104.55","99.05","114.78","114.29","111.69","106.35","105.86","110.4","108.17","108.13","106.32","109.95","102.44","93.12","98.49","104.15","93.91","88.8","95.92","102.66","89.64","98.94","86.91","93.48","122.99","92.06","82.55","66.65","70.65","67.24","59.56","71.85","55.61","50.54","50.31","46.61","44.47","44.67","41.94","42.47","41.2","32.47","",""
"HFAMDB_103","01_04","ALL","HRV","","","","","","","","","","","","","","","","","","55.41","51.15","53.92","46.42","46.01","43.4","34.18","49.54","44.32","34.83","32.01","29.82","31.08","25.21","26.76","25.05","31.86","29.11","23.8","25.79","23.26","23.87","21.3","25.37","21.25","20.67","14.54","19.79","26.37","13.08","19.59","13.78"
"HFAMDB_103","01_04","ALL","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.74","26.98","11.27395716","52.43227498","23.82512359","30.07","36.16","24.1","11.68","5.71","27.73","13.33","18.16","20.23","0","10.24","15.8","5.33"
"HFAMDB_103","01_04","ALL","CZE","","","","","","","","","","","","","","","","","","","51.52","44.52","43.61","43.27","40.88","43.47","41.06","39.27","47.26","36.24","35.55","37.26","27.23","25.95","27.28","25.33","28.04","24.73","20.84","18.53","19.89","21.05","17.2","17.48","19.39","16.16","14.24","14.16","14.34","13.99","16.33"
"HFAMDB_103","01_04","ALL","DNK","","70.77","69.63","64.99","63.48","57.01","52.18","55.59","56.63","51.06","45.07","54.85","48.48","45.25","37.63","45.31","42.09","39.15","37.09","50.33","42.46","43.63","39.67","38.8","33.36","30.65","34.69","30.52","30.08","26.2","32.64","21.72","19.08","24.8","23.81","25.47","23.54","18.72","15.02","20","16.83","16.8","12.57","14.55","13.56","16.7","12.27","8.4",""
"HFAMDB_103","01_04","ALL","EST","","","","","","","","","","","","","","129.75","92.82","","","111.23","77","85.59","103.63","103.93","111.38","85.97","103.32","80.16","56.42","105.25","43.11","66.49","74.54","73.64","59.84","54.45","48.28","51.57","33.11","46.04","35.64","32.73","27.94","21.8","37.46","17.55","25.31","27.82","25.39","22.68",""
"HFAMDB_103","01_04","ALL","FIN","","82.07","74.09","65.96","66.18","60.46","61.91","66.72","47.14","55.67","44.08","38.13","37.3","33.63","31.07","36.04","28.23","27.18","25.22","32.16","26.6","31.55","26.74","28","24.66","24.62","20.96","24.77","19.56","23.38","17.93","20.48","17.69","15.46","16.13","20.68","24.74","24.26","11.83","19.91","17.94","10.99","15.9","16.14","16.42","14.31","13.55","",""
"HFAMDB_103","01_04","ALL","FRA","84.78","84.9","79.56","79.22","75.18","74.55","74.89","67.4","62.02","62.38","61.7","55.26","58.27","57.4","51.77","55.02","48.07","45.44","44.94","41.74","42.57","40.87","38.23","39.02","34.07","33.54","29.02","30.06","27.78","27.91","23.93","24.73","25.11","26.47","23.59","24","20.75","19.62","20.09","19.41","19.62","18.47","17.38","16.42","16.67","16.53","15.32","",""
"HFAMDB_103","01_04","ALL","GEO","","","","","","","","","","","","","","176.54","157.91","","","167.73","167.21","141.44","151.76","128.6","104.03","105.46","93.86","","101.58","80.86","63.85","57.54","48.55","38.01","34.14","29.14","","","72.59","35.13","30.81","30.15","","50.75","44.96","42.97","46.8","48.4","41.16","48.35",""
"HFAMDB_103","01_04","ALL","DEU","","","","","","","","","","","","","","","","","","","","","","","42.42","40.1","34.75","33.27","33.19","30.66","26.85","28.24","26.64","25.35","24.11","25.29","22.97","22.29","20.74","20.63","18.48","19.56","19.33","19.22","17.61","16.91","15.47","16.1","14.9","16.46",""
"HFAMDB_103","01_04","ALL","GRC","112.01","97.7","98.44","87.85","81.75","85.1","80.32","71.52","71.66","73.04","67.12","62.32","59.25","50.1","43.1","45.56","38.19","41.91","39.93","40.26","34.95","38.31","30.5","23.69","25.31","25.57","26.33","21.49","28.16","29.04","28.29","26.13","18.44","17.71","21.33","18.31","22.95","20.25","14.76","18.02","18.14","19.09","16.88","17.34","16.88","","17.9","24.87",""
"HFAMDB_103","01_04","ALL","HUN","","95.21","105","88.41","78.75","84.52","80.98","74.21","72.79","63.68","63.8","59.24","60.44","53.48","57.19","57.4","51.3","54.45","52.57","58.47","49.81","54.71","49.84","50.52","46.17","51.25","46.35","42.99","40.52","43.68","46.95","39.83","39.32","31.27","36.26","31.33","28.66","32.11","32.67","28.03","23.41","21.4","20.04","23.16","18.74","18.1","20.41","18.55","20.55"
"HFAMDB_103","01_04","ALL","ISL","","","","90.36","49.08","84.85","71.01","104.65","63.95","69.77","60.24","61.35","54.55","35.93","29.24","33.9","17.05","52.02","17.86","24.39","37.04","18.52","23.95","34.29","43.72","21.62","10.7","59.78","22.35","16.99","51.83","0","23.38","17.51","35.35","11.86","5.98","17.92","23.72","34.83","28.15","11.03","27.05","15.92","10.55","15.89","5.38","22.19","28.42"
