"Measure code","AGE_GRP","SEX","COUNTRY_REGION","YEAR","VALUE"
"HFAMDB_348","0_14","MALE","BEL","2012","0.42"
"HFAMDB_348","0_14","FEMALE","AUT","2012","0"
"HFAMDB_348","0_14","ALL","AUT","2012","0"
"HFAMDB_348","0_14","MALE","AUT","2012","0"
"HFAMDB_348","0_14","MALE","BEL","2000","0.94"
"HFAMDB_348","0_14","FEMALE","BEL","2000","0.49"
"HFAMDB_348","0_14","MALE","BEL","2011","0.22"
"HFAMDB_348","0_14","ALL","BEL","2011","0.27"
"HFAMDB_348","0_14","ALL","BEL","2000","0.72"
"HFAMDB_348","0_14","FEMALE","BEL","2011","0.33"
"HFAMDB_348","0_14","MALE","BLR","2011","0"
"HFAMDB_348","0_14","ALL","BLR","2011","0.14"
"HFAMDB_348","0_14","FEMALE","BLR","2011","0.29"
"HFAMDB_348","0_14","MALE","CYP","2012","0"
"HFAMDB_348","0_14","MALE","CYP","1999","0"
"HFAMDB_348","0_14","ALL","CYP","1999","0"
"HFAMDB_348","0_14","ALL","CYP","2012","0"
"HFAMDB_348","0_14","FEMALE","CYP","1999","0"
"HFAMDB_348","0_14","FEMALE","CYP","2012","0"
"HFAMDB_348","0_14","MALE","DNK","2012","0"
"HFAMDB_348","0_14","FEMALE","DNK","2012","0"
"HFAMDB_348","0_14","ALL","DNK","2012","0"
"HFAMDB_348","0_14","FEMALE","FIN","2012","0"
"HFAMDB_348","0_14","ALL","FIN","2012","0.12"
"HFAMDB_348","0_14","MALE","FIN","2012","0.23"
"HFAMDB_348","0_14","FEMALE","GEO","2011","0"
"HFAMDB_348","0_14","FEMALE","GEO","2012","0.82"
"HFAMDB_348","0_14","ALL","GEO","2011","0"
"HFAMDB_348","0_14","ALL","GEO","2012","0.65"
"HFAMDB_348","0_14","MALE","GEO","2012","0.5"
"HFAMDB_348","0_14","MALE","GEO","2011","0"
"HFAMDB_348","0_14","FEMALE","GRC","2012","0.26"
"HFAMDB_348","0_14","MALE","GRC","2012","0"
"HFAMDB_348","0_14","ALL","GRC","2012","0.13"
"HFAMDB_348","0_14","ALL","ISR","2012","0.4"
"HFAMDB_348","0_14","MALE","ISR","2012","0.52"
"HFAMDB_348","0_14","FEMALE","ISR","2012","0.28"
"HFAMDB_348","0_14","MALE","ITA","2011","0.11"
"HFAMDB_348","0_14","ALL","ITA","2011","0.07"
"HFAMDB_348","0_14","FEMALE","ITA","2011","0.02"
"HFAMDB_348","0_14","ALL","KAZ","2012","0.99"
"HFAMDB_348","0_14","MALE","KAZ","2012","1.07"
"HFAMDB_348","0_14","FEMALE","KAZ","2012","0.92"
"HFAMDB_348","0_14","ALL","KGZ","2012","0.29"
"HFAMDB_348","0_14","MALE","KGZ","2011","0.33"
"HFAMDB_348","0_14","ALL","KGZ","2011","0.51"
"HFAMDB_348","0_14","FEMALE","KGZ","2011","0.7"
"HFAMDB_348","0_14","FEMALE","KGZ","2012","0.36"
"HFAMDB_348","0_14","MALE","KGZ","2012","0.22"
"HFAMDB_348","0_14","FEMALE","LTU","2007","0.32"
"HFAMDB_348","0_14","FEMALE","LTU","2005","1.51"
"HFAMDB_348","0_14","FEMALE","LTU","2004","2.49"
"HFAMDB_348","0_14","ALL","LTU","2002","1.36"
"HFAMDB_348","0_14","MALE","LTU","2002","1.69"
"HFAMDB_348","0_14","MALE","LTU","2012","0"
"HFAMDB_348","0_14","MALE","LTU","2011","0.48"
"HFAMDB_348","0_14","FEMALE","LTU","2002","0.99"
"HFAMDB_348","0_14","FEMALE","LTU","2012","0.91"
"HFAMDB_348","0_14","ALL","LTU","2003","0.85"
"HFAMDB_348","0_14","ALL","LTU","2009","0.43"
"HFAMDB_348","0_14","ALL","LTU","2006","1.34"
