"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_840","40_44","MALE","GRC","237800","240600","242800","243700","242200","240300","237500","234200","231400","229100","227300","215100","217600","222200","230400","237100","249200","267800","284900","296800","319200","321000","319100","320000","318600","317800","318400","316800","314900","313700","311500","298600","282300","272300","269600","275800","290500","304200","312800","322600","330100","336713","342688","348063","353126","357879","363076","368743","374047","378938","384021","388225","391774","394748","397408","399130","405028","417608","430715","441216","449570","452927","424007","413786","407247","401881",""
"HFAMDB_840","40_44","MALE","HUN","335900","342500","347500","350800","350600","338800","319400","271000","235200","215300","223300","252200","288500","326000","349000","355600","358600","357800","356300","356500","357600","355300","353000","350300","345600","338500","330600","324000","318900","316000","315700","320800","327900","335000","343600","347400","345600","348500","356100","363000","363664","378088","385315","390760","403111","414661","420312","419782","408867","382966","357002","340352","323695","312470","305975","301999","301278","308117","320659","333578.5","345714","355818","362604.5","364755","372423","389390","406764.5"
"HFAMDB_840","40_44","MALE","ISL","4200","4300","4300","4400","4500","4500","4600","4700","4800","4800","4900","5100","5200","5300","5400","5500","5500","5600","5700","5700","5800","5900","6000","5900","5900","5800","5600","5400","5400","5400","5300","5400","5500","5800","6100","6600","7000","7500","7800","8200","8500","8800","8900","9200","9500","9600","9700","10012","10176","10358","10647","10803","10727","10761","10964","10931","11474","11947","11881","11123","10606.5","10285.5","10257.5","10470","10675","10888.5","11218"
"HFAMDB_840","40_44","MALE","IRL","92400","94000","94200","94600","94800","94500","94000","92300","89900","88400","86700","84800","84100","83500","82800","82000","81000","80000","78900","77700","77000","76400","76100","75800","75900","75700","80100","80600","81000","81800","83400","85300","88000","90800","93600","95900","98000","103500","107400","111900","115700","113900","114600","115800","117500","119100","120100","123327","125050","127498","129698","132965","135301","138181","140787","144580","151438","153591","155684","157472","157472","165927","168528","171649","","",""
"HFAMDB_840","40_44","MALE","ISR","","","","","","","","","","","","","","","","","","","","","63500","64300","65900","68000","69300","81200","82400","83700","84200","85200","85700","84500","83500","85000","87700","92200","1e+05","111200","122000","130300","141100","156000","163200","167700","172800","176600","175700","176200","177200","179200","182053","184515","185986.5","186948.5","188186","189527.5","191401","194040","197693","209934","215930","223625","232268.5369","240899.0286","248963.9389","256881.6365",""
"HFAMDB_840","40_44","MALE","ITA","1646000","1619300","1690400","1718800","1729400","1719600","1664300","1544200","1386000","1254400","1223700","1294300","1421300","1585700","1734600","1796800","1798900","1804400","1810200","1810800","1820000","1832600","1832900","1829000","1826400","1810900","1794900","1799300","1816300","1847500","1887800","1902500","1860500","1831800","1784500","1724500","1723500","1788700","1858200","1923500","1986900","1982800","1964807","1921958","1876036","1865295","1862323","1881302","1905336","1929850","1959258","1994052","2077869","2151667","2209422","2284279","2391893.5","2443428","2478490","2487520","2477123","2384636","2378046","2400965","2414223","2393297",""
"HFAMDB_840","40_44","MALE","KAZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508800","474100","384300","354839","295200","267100","274900","312000","369300","431400","476200","502200","522900","542600","518400","505700","507400","496600","507900","521214","526448","542518","545820","543351","534305","522460","511110","501602","498280","515360","521642","528189","534497","540823","545071",""
"HFAMDB_840","40_44","MALE","KGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97300","93200","78200","71667","60900","54600","55000","61400","72800","85900","96400","102000","104700","107200","110600","115600","121300","127800","137200","145062","152137","157427","160456","161327","160405","158605","157051","156642","156712","157632","158715","160125","161181","161835","162700",""
"HFAMDB_840","40_44","MALE","LVA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92500","93200","92000","88500","83900","79100","74900","72900","74100","77100","80500","83500","84200","82800","81100","80400","80700","81900","84000","86100","84572","84962","84598","83119","81116","78675","76087","73868","71997","70287","68939","68345","68317","68016","67557","67088",""
"HFAMDB_840","40_44","MALE","LTU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110900","111000","108400","107090","105200","103200","100400","99800","103239","106667","109075","111331","111744","111105","110815","111188","112907","116654","120835","124747","128778","131642","132048","129839","125754","120763","116214","112943","110207","106993","104575","103082","101097","98505","95371","91787"
"HFAMDB_840","40_44","MALE","LUX","","","","","","","","","","","8800","","","9600","","10400","10300","11000","11700","12500","13100","13500","13500","13500","13300","13000","12700","12700","12200","12300","12500","12300","12100","12200","12300","12300","12300","13100","13500","14000","14500","14900","15100","15300","15500","15800","16100","16500","16877","17253","17588","18226","18551","18926","19467","20055","20578","21029","21396","21544","21563","21833","22079","22123","22131","22258",""
"HFAMDB_840","40_44","MALE","MLT","","","","","","7800","7500","7400","7300","7300","7500","7800","8000","8100","8100","8100","8000","8600","8700","8600","8300","8300","7800","7200","7200","7300","7500","8200","8200","8400","8400","8200","7500","7700","8700","9800","11900","12700","14000","14600","14800","14900","14700","14400","14200","14200","14200","14400","14600","14700","14902","15037","14970","14813","14576","14249","13801","13299","12935","12719","12625","12771","13046","13348","13781","14396",""
"HFAMDB_840","40_44","MALE","MNE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15214","14520","14821","15652","16899","18815","19525","20653","21724","22515","22856","23313","23778","","","22429","22429","22429","22300","22016","21791","21587","21256","20840","20517","","","","","","",""
"HFAMDB_840","40_44","MALE","NLD","317200","319400","321000","323400","326200","328100","330200","330900","328700","325400","329800","340000","349400","360600","371600","374900","373300","372300","371300","372200","376800","382400","387300","390600","392400","394100","395800","397500","402200","410200","419700","428400","436500","447100","461200","473000","500800","544300","575800","595500","612300","611500","595700","587000","583800","584600","588500","593800","600300","609400","620085","631236","641305","650614","659037.5","664500","664955","661930","657959","655737","654708","651076","642659","626511","626511","572218","546004"
"HFAMDB_840","40_44","MALE","NOR","114800","117100","119600","121700","123200","124400","124800","125200","125900","125600","127300","130200","131200","131600","132200","130000","126000","122800","119000","115100","112300","109800","107600","104200","103000","100200","98100","97300","97900","99800","102800","105500","108600","113700","120900","129600","140500","151500","158900","162200","162500","160400","157500","156300","156000","156600","158000","159300","160200","161607","162629","162884","163603","164719","166448","169465","173456","177940","182792","186763","188968","190774","192847","193729.5","193044","191522",""
"HFAMDB_840","40_44","MALE","POL","850100","858500","854100","846600","830600","788600","729700","667900","610300","583200","606500","652500","719000","811200","882200","925700","963500","991800","1017100","1052900","1079500","1113000","1138200","1143000","1125300","1100900","1093200","1076700","1062700","1046900","1037400","1013300","981400","949300","921400","900100","921300","997900","1102000","1212500","1330500","1425500","1484200","1526400","1559300","1586800","1606100","1618300","1623800","1615700","1556582","1506704","1445703","1381677","1323083","1274117","1236842","1209326","1189098","1176928","1176769","1187688","1211833","1244934","1284486","1331511",""
"HFAMDB_840","40_44","MALE","PRT","246900","251200","252000","257200","260500","261500","262300","258100","250200","244800","239700","244000","252000","258000","268600","261300","259400","255200","254500","247000","261000","255000","256400","252300","257300","267900","268600","270900","272300","273500","242000","269100","263700","261400","260500","263405","270214","278256","288168","298850","307400","313719","318636","320243","321050","323752","326286","330186","336416","342688","349806","358016","364534","369257","374296","378046","379505","380167","380271","379680","379289","380008","381221","381615","381989","",""
"HFAMDB_840","40_44","MALE","MDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122636","122781","121493","115386","108133","99447","89678","83898","87435","101897","121477","138905","151408","159412","159413","157124","155727","132990","136146","138470","140486","141422","139871","136284","130836","123321","119573","117566","113794.5","111022","109554","109285","109886","111277","113135","115499","118106"
"HFAMDB_840","40_44","MALE","ROU","","","","","","521700","524900","472300","414000","354400","368300","400400","456600","534100","586900","624400","652500","687700","713600","728600","739800","749500","760300","766700","766200","764700","767300","775100","766900","766500","766200","732000","705000","671000","645800","613100","613700","616400","629200","665800","719700","760900","778500","809700","806500","818100","826400","832100","830300","825900","792600","761761","711550","672243","642513","618597","596863","602225","731189","811426","876209","929580","870740","821458","789163","779687","777807"
"HFAMDB_840","40_44","MALE","RUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5439400","5424900","5059300","4351500","3612600","3040800","2797200","2967200","3442100","4097200","4753800","5170700","5403000","5549800","5667300","5759300","5845000","5920600","6022200","6088800","6111778","6127601","6073825","5937561","5766903","5460579","5137054","4860050","4630085","4489162","4464789","4507655","4589504","4689062","4689062","4923077",""
"HFAMDB_840","40_44","MALE","SMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881","907","920","955","1012","1063","","","","","1344","1455","1502","","","","1453","1441","1436","1432","1411",""
"HFAMDB_840","40_44","MALE","SRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299232","285656","274491","267258","262735","258315","252963","247486","242360","238686","236067","234960","234511","235321","236230","237771","240242","243247",""
"HFAMDB_840","40_44","MALE","SVK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137296","138632","140083","145539","153961","162435","172597","183061","196145","203000","205646","210278","212444","213312","212800","210500","207331","201606","197115","193728","193020","192630","191029","189101","186394","183528","182257","181038","184867","191908.5","200656","",""
"HFAMDB_840","40_44","MALE","SVN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62100","62400","63400","64300","67600","74500","77700","79900","81900","82900","82400","84100","82200","79900","78700","77283","79243","78649","78944","78506","78677","79521","80259","80980","79605","78444","76473","75718","75942","76507","77332",""
"HFAMDB_840","40_44","MALE","ESP","856000","856000","856000","856000","856000","856000","853000","850000","847000","843000","843000","842000","843000","949000","987000","1030000","1043000","1056700","1089300","1099500","1123400","1157200","1139100","1161100","1161000","1153300","1166300","1151400","1116000","1058800","1002300","1021600","1040800","1031600","1056000","1092500","1130700","1157600","1179000","1196300","1208300","1214300","1214200","1219400","1230100","1243800","1263300","1291100","1324600","1368681","1432662","1483828","1541768","1594601","1645601","1698758","1750917","1805317","1850575","1879716","1894045","1906994","1967836","1968434","1975352","1990338",""
"HFAMDB_840","40_44","MALE","SWE","269800","273300","276200","277700","276900","274500","271700","268900","265700","262400","265900","273500","276600","277800","278600","273000","262700","254700","248400","243000","238800","235200","231900","227900","224300","222400","222100","223800","228100","235000","241800","248300","258100","272300","289100","307500","325200","337500","342900","342100","336600","328100","318600","311000","305100","300600","299300","299400","298500","298218","298117","297255","297885","301740","309278","319497.5","330170.5","339489","343792","340962","334758.5","329590","326046","324594","327127","327127",""
"HFAMDB_840","40_44","MALE","CHE","173700","173200","173100","172600","171500","168600","164800","161000","156800","153300","153600","159000","166100","173200","179400","181600","181300","182100","183400","185500","188300","194200","196000","198600","201400","202900","202900","202700","203000","204000","205200","208200","214500","222100","230500","239300","247400","253200","256900","258900","259700","259000","257000","255700","255400","256500","259600","264000","270104","275823","281749","288132","296210","300444","308857","316270","321675","325451","327352","325701","321177","315637","311127.5","306769","","",""
"HFAMDB_840","40_44","MALE","TJK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96400","94100","83600","78450","70600","65300","64500","68100","75600","80200","88300","96100","99600","104900","109200","111390","117550","126101","136878","149522","161674","170469","178055","183472","185967","","","","","","","","","","",""
"HFAMDB_840","40_44","MALE","MKD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62800","65200","66700","69000","70500","72400","73600","74000","74200","74500","74651","74943","74728","74881","74962","75184","75599","75835","75603","74918","74157","73897","73965","74039","",""
"HFAMDB_840","40_44","MALE","TUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2388468","2361988.5","2387794","2498170","2619263.5","2720053","2777365",""
"HFAMDB_840","40_44","MALE","TKM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68900","66600","57700","54066","47800","45200","46400","49900","56400","65600","73200","107300","84500","90500","99400","103900","110300","117800","115624.75055263","124309.83574708","141907.11951149","149709.16740095","150999.04531382","157022","152777.21258407","154075.95800786","155241.69095573","156041.06001926","157464.65245074","155165.11565816","154995.09220555","157252.18589286","159567.52717944","","",""
"HFAMDB_840","40_44","MALE","UKR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2012200","1885500","1575900","1482784","1281400","1163800","1150200","1226200","1364500","1528700","1655800","1736500","1785100","1783400","1765300","1758600","1763400","1784100","1808100","1832700","1850995","1827905","1804775","1759871","1689168","1614005","1551600","1499083","1463784","1458643","1473814","1494514","","1458974","1474099",""
"HFAMDB_840","40_44","MALE","GBR","1907000","1885500","1878700","1869000","1859900","1852500","1816300","1758700","1667900","1575600","1638500","1719400","1798800","1874300","1923400","1878500","1810300","1767800","1739000","1713900","1695700","1655000","1642000","1626000","1604700","1588400","1575100","1579100","1594900","1610700","1621600","1610917","1601372","1631366","1677308","1721998","1790130","1935846","2009028","2040795","2061536","2080058","1978610","1927627","1906698","1894987","1905862","1939365","1977403","2026379","2094656","2074380","2128896","2174276","2220009","2275215","2305197","2331980","2336377","2328539","2293419","2270987","2253651","2221431","2171202","2128540",""
"HFAMDB_840","40_44","MALE","UZB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","395300","382300","333300","309965","273800","251800","252000","270200","304700","349400","373500","371300","420900","494600","514900","531000","562200","601300","646305","688788","728780","760583","779261","788508","791479","","","","782941","806724","842905","874870","906807","933212","",""
"HFAMDB_841","45_49","ALL","ALB","","","","","","","","","","","","","","","","","","","","","72000","77600","83200","88800","94400","1e+05","102800","105600","108400","111200","114000","118600","123200","127800","132400","136500","139100","142000","144800","146900","148100","148300","147600","147600","149000","150500","152400","154400","156300","157200","145400","171093","176966","185071","196218","200100","205263","208785","210625","210911","207510","200695","196992","197084","196749","196506",""
"HFAMDB_841","45_49","ALL","AND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7601","7333","7002","6954","7003","7061",""
"HFAMDB_841","45_49","ALL","ARM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167500","174300","186500","188334","195400","190800","176300","151900","126400","107400","108900","116400","131700","149700","168200","183700","196600","209200","222100","241000","249460","215970","227864","240954","253174","259451","","269079","232033","","","203383","192174","181686","173475","168059"
"HFAMDB_841","45_49","ALL","AUT","542600","541500","537200","532700","529200","526000","520000","513500","507900","497800","474600","448300","389700","343400","314000","318300","351900","396100","440400","470600","479300","480900","470200","462400","458400","451800","446800","441900","433200","421400","408100","400300","390841","387922","410485","455786","499771","530384","548328","545596","512087","477370","472582","483048","489062","502923","517726","516091","509141","507406","512752","527578","546897","564861","586212","609256","628847","648694","669642","687515","700944","708619","710837","711237","709478","701262","690667"
"HFAMDB_841","45_49","ALL","AZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","331400","350600","366200","366038","373700","358200","328000","285400","235300","193900","172200","171600","191800","223100","257300","277100","280400","292200","294800","384850","415400","451750","495900","542400","586950","","654900","","","","","","","","",""
"HFAMDB_841","45_49","ALL","BLR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","646100","654800","676800","682211","695900","679600","641000","579200","515800","462900","421000","449200","505000","535600","597200","647400","676900","692200","688300","697852","716385","737814","765346","790590","807600","819285","820728","811220","791886","754453","723584","694565","670138","650993","639859",""
"HFAMDB_841","45_49","ALL","BEL","651900","650900","648900","648200","645200","641200","636400","632300","629600","625700","600500","571200","526700","475500","441100","448700","490600","543900","601400","644600","656800","652800","648400","643600","640900","637500","639600","641600","642500","633200","629900","608400","589000","583100","583000","575300","551100","543100","534600","536700","547200","578700","622300","655200","677600","696100","703652","701963","705205.5","709950.5","718289","729676","741591","753136.5","765975.5","777417","787771","797593","806436","815462","820067","828165","827357","816548","803195","792028",""
"HFAMDB_841","45_49","ALL","BIH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","277500","270900","266100","252600","238900","222300","224600","","","","","","","","","","","","","","","","","","","306958","306687","282484","","281818","",""
"HFAMDB_841","45_49","ALL","BGR","439700","444500","461000","474500","486800","497100","500600","503700","498700","496400","506100","489600","441700","405700","390800","393700","423300","492200","561800","610000","633700","645600","650400","651100","647100","640700","624000","618800","619900","623400","624000","618800","608600","589200","565800","552700","552700","530300","531300","535600","543700","561100","558100","572400","592900","613600","617700","611400","606900","597300","583849","564354","562466","556550","550307","544047","537868","532703","528234","523587","515015","496389","480082","479488","487549.5","",""
"HFAMDB_841","45_49","ALL","HRV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321100","314300","300600","301700","290200","274900","267500","267400","267200","267100","284400","236200","240400","236600","239700","230300","333576","341400","340200","337700","336533","332950","330182","328916","322927","318219","316487","303173","299160","295200","286723","277476"
"HFAMDB_841","45_49","ALL","CYP","","","","","","","","","","","","","","","28200","28600","26700","28500","29000","29200","29200","","","","31600","","","","","","","","","","","","","","","","","","","","","","","","","44282","44937","46280","47864","49509","51374","53081","54344","55370","56194","56804","57074","57010","57424","56950","55361","53769","52811"
"HFAMDB_841","45_49","ALL","CZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","541400","562300","575400","607200","644900","671700","700800","747000","782200","801000","820200","829800","821800","812200","805850","798809","787896","768146","747570","719558","689986","664278","646570","648397","667510","688094","700887","707892","704494","695801","694256","704832"
"HFAMDB_841","45_49","ALL","DNK","277500","281000","284900","288800","294900","300400","304300","307400","309400","308600","305800","302500","298400","295500","293300","296100","302900","306100","306300","308000","306000","302500","296200","292800","285500","282500","277100","274500","272400","271700","272400","274000","277500","282600","288000","293700","300300","309800","323600","341600","363500","388500","407200","414400","411900","403500","390200","376200","370500","367437","365863","366598","369315","368986","369182","370575","372942","377079","383214","394023","404521","416527","425853","425944","418666","408841",""
"HFAMDB_841","45_49","ALL","EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97600","97800","101600","102772","105200","106500","105500","100300","93498","87820","83644","82214","84749","89361","93478","95530","96059","95797","95102","97770","98070","97760","97885","98090","97800","97545","97195","96090","94505","92225","89282","86885","85011","84741","85323",""
"HFAMDB_841","45_49","ALL","FIN","246300","249400","256500","264300","271300","277900","282600","284500","284300","281500","276400","269100","261300","256000","248500","245700","251900","257500","263000","272500","278900","280000","282300","284800","287000","288800","288500","286500","281300","274400","269600","266700","266700","272300","280800","283200","290700","296400","293800","296300","311600","333400","361300","395200","420500","434100","432600","425400","416946","408202","401937","398992","395797","390045","384889","380910","377208","374842","376172","378160","377709","376335","374445","370782","363791.5","",""
"HFAMDB_841","45_49","ALL","FRA","3040900","3040200","3031200","3020000","3015000","3009400","2988600","2974400","2972700","2957600","2841400","2607800","2361900","2129200","1932000","1995900","2320300","2654400","2947200","3311100","3279400","3266400","3263300","3268200","3266900","3306600","3308500","3318000","3288800","3274900","3205500","3154200","3086600","3050600","3008000","2943700","2895900","2835900","2861100","2893500","2954500","3260600","3549000","3811500","4058400","4304300","4317900","4306400","4278400","4223151","4193533","4175811","4184487","4198213","4220002.5","4235177","4266347","4283453","4310518.5","4347152","4374853.5","4392010","4398780","4389170","4362251","",""
"HFAMDB_841","45_49","ALL","GEO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","322200","336000","358400","364817","379200","378900","360600","323100","279800","302850","310850","313000","286250","275050","288350","285200","283950","285200","287050","288800","288600","287700","292400","300550","313250","325900","331950","334750","336050","328500","323600","312300","302200","247300","238100",""
"HFAMDB_841","45_49","ALL","DEU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5336800","4907700","4686400","4645000","4661000","4882400","5198000","5419900","5547200","5629200","5680455","5747733","5840699","5950156","6088781","6257785","6439546","6619397","6801471","6956512","7058945","7116222","7130999","6946945","6820695","6623067",""
"HFAMDB_841","45_49","ALL","GRC","423600","434800","446300","457600","467500","477200","484900","490400","493500","493800","491400","509900","491600","468100","448700","437400","440100","445300","456200","474900","511700","512000","561500","593400","617600","636600","651600","659800","663700","664800","681200","692300","692000","685000","675200","657400","631200","608400","592100","578200","573200","563155","579881","595728","611177","626257","641957","658146","673891","689037","703895","720006","736053","752042","766664","782173","791928","794674","798534","802320","801865","808389","786462","797219","810750","820991",""
"HFAMDB_841","45_49","ALL","HUN","635800","636100","642200","651500","666600","686100","701000","706700","713000","714700","692100","636400","565600","492300","450400","467400","528500","605000","682200","725700","734100","735300","728600","721500","720500","719200","712300","706400","700600","690400","676700","661900","650100","640700","635200","636900","643700","653400","663900","677200","671463","667351","670662","682774","694448","713465","741794","758030","770423","784362","807753","830283","828372","806817","764554","716491","675945","644028","622437","608400.5","598404","594886","614654.5","638348.5","662749","685720","703777.5"
"HFAMDB_841","45_49","ALL","ISL","7500","7800","8000","8000","8100","8100","8200","8300","8500","8600","8800","9000","9100","9200","9300","9400","9700","10000","10200","10400","10400","10500","10600","10800","10900","11200","11400","11400","11500","11300","11100","10800","10700","10600","10500","10400","10500","10800","11400","12200","12900","13700","14400","15000","15600","16100","16700","17152","17620","18164","18570","19061","19702","20078","20560","21032","22021","22450","22720","22510","22046.5","21989.5","21887","21523","21153.5","20772.5","20558"
"HFAMDB_841","45_49","ALL","IRL","163800","160900","163600","166400","169000","170800","172400","173000","172500","173500","174000","174600","172900","171800","170100","168400","166500","165100","163400","161700","160600","160100","158300","156500","156100","154600","156300","154900","153500","152500","152000","151900","154200","156400","159000","160600","161800","162200","169000","174800","179400","187700","199100","208100","215800","222300","225400","228225","232790","234650","239096","243901","249604","253199","258303","263776","274745","279834","286102","293453","293453","304110","308138","312123","","",""
"HFAMDB_841","45_49","ALL","ISR","","","","","","","","","","","","","","","","","","","","","143100","143800","144700","144900","144000","160600","160500","161700","163600","165400","166800","169000","171100","173600","175400","176000","174100","171700","172000","175900","186300","211200","241700","271300","295400","317100","337700","346900","354200","363670","370905","373443","373637","373896.5","375756","378510.5","380818","382416","383603","396933","399409","403730","407866.7277","414324.2499","424569.1235","437581.0718",""
"HFAMDB_841","45_49","ALL","ITA","2874000","2840500","2926600","3012800","3108900","3195000","3273500","3346300","3407700","3436400","3426600","3324400","3088900","2776900","2530800","2476300","2613700","2876200","3204200","3496200","3615300","3613100","3623200","3632000","3627200","3651800","3687500","3676000","3658300","3654000","3623300","3595300","3568300","3601900","3658200","3716200","3743600","3727300","3670400","3575500","3455900","3427200","3504949","3624522","3762935","3869587","3990228","3901293","3822775","3733918","3716114","3710214","3779309.5","3860897","3921633","4006583","4156344.5","4277647","4415475","4569664","4717717","4727741","4805729","4920788","4982301","4951769",""
"HFAMDB_841","45_49","ALL","KAZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","680800","754100","876700","903249","977800","977600","924400","822100","696700","588300","536800","554700","622400","734800","802900","843300","867500","853000","862700","876744","880222","908512","941127","978342","1017412","1056298","1083076","1095439","1096518","1098837","1081770","1063869","1047665","1036970","1037566",""
"HFAMDB_841","45_49","ALL","KGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161700","167200","177700","181667","188900","187500","179000","161500","136100","112000","98700","99300","109500","128200","151500","171000","184000","195500","204700","213700","223964","235480","249362","264688","279628","293285","303307","308656","308996","308029","304756","302554","303269","305798","309532",""
"HFAMDB_841","45_49","ALL","LVA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170400","169900","171600","175600","182200","187200","189300","188000","182100","173100","163200","153600","147000","145900","148700","152800","156900","159500","159700","159000","155685","155841","157048","160196","162781","164269","165781","165933","163256","158614","152539","146223","141327","137671","135123","134026",""
"HFAMDB_841","45_49","ALL","LTU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227600","228200","228000","228087","228100","227400","228500","228500","222816","218060","212551","203650","199395","203231","207923","210827","215193","216872","216020","216869","218479","221398","228752","238106","245753","252462","256406","254737","248998","239341","228520","220317","214707","210752","207820","205552"
"HFAMDB_841","45_49","ALL","LUX","","","","","","","","","","","22500","","","19300","","18600","18900","19600","20800","21300","21300","22000","23100","24000","25300","26200","26400","26100","25600","25400","24700","23700","23200","23100","23200","23500","23500","23400","23700","23800","23800","24400","25200","25900","26800","28000","28600","29200","29716","30313","31029","31477","32341","33276","34164","35129","36209","37192","38250","39552","40809","42086","43368","44310","45035","45482",""
"HFAMDB_841","45_49","ALL","MLT","","","","","","18500","17200","16000","15900","15500","15300","14800","14500","14700","14700","14700","15600","16000","16500","17100","17800","17500","17900","16800","16700","16200","16300","16000","16500","16700","17100","17000","18000","18100","18400","18200","17900","17500","17200","18200","20300","22800","26000","28600","29800","30000","30000","29300","28600","28100","28211","28734","29236","29675","30067","30375","30396","30181","29773","29179","28359","27359","26363","25669","25248","25109",""
"HFAMDB_841","45_49","ALL","MNE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37665","37611","36884","35644","33701","31371","28001","29112","30629","33104","36768","39240","40654","","","44828","44828","44828","44939","44772","44447","44307","44198","44057","43747","","","","","","",""
"HFAMDB_841","45_49","ALL","NLD","593200","605800","614100","622100","630400","636800","640000","644100","651600","658600","662400","665900","667200","661400","654000","663200","685400","703900","725800","748200","754400","748900","745600","742700","741600","747100","754800","761300","765400","766100","765800","765400","766700","774800","788000","804100","819100","834600","856000","883300","907600","962500","1048200","1111400","1151500","1184800","1183300","1153100","1137500","1133600","1138550","1150207","1163004","1175793","1192502","1209926","1226968","1244392","1262281","1280053","1293425","1297799","1294665","1288752","1288752","1286331","1284668"
"HFAMDB_841","45_49","ALL","NOR","215400","216800","218600","220800","223900","228300","232200","236200","240100","242700","244200","244200","245400","247000","247200","250600","256600","258500","259100","259900","255200","246700","239700","228000","224700","219300","214600","210500","206100","201000","196000","191900","190200","191500","195700","201300","206300","212200","221400","234200","249700","270100","290700","304400","311200","312700","308800","303400","301800","302361","304380","308163","311804","314003","316357","318281","319489","321932","326112","331552.5","338584","346924","355287.5","363223","370252","374774",""
"HFAMDB_841","45_49","ALL","POL","1553800","1580900","1625600","1664800","1704200","1743300","1763600","1768100","1758000","1730700","1681700","1566400","1440600","1317300","1252600","1309200","1407100","1539800","1699800","1832600","1940200","2023900","2072500","2104200","2165100","2204300","2221600","2251500","2248100","2195900","2172000","2140200","2113500","2089900","2073600","2046600","1997100","1932100","1868000","1807800","1766400","1809200","1958500","2158100","2375000","2601900","2787300","2904600","2989000","3053700","3066330","3100863","3111122","3124889","3108847","3050753","2951770","2829137","2700796","2584159","2474644","2408045","2352713","2308367","2293442","2290360",""
"HFAMDB_841","45_49","ALL","PRT","458100","468400","474000","480900","489600","499200","505100","512300","531500","533000","510800","507100","491900","482300","459700","472200","473000","485600","494600","519600","513300","520500","514400","518600","537000","569600","577300","581700","584500","587000","567200","584700","580700","577500","576200","570567","558604","550389","548992","552559","565796","581607","593256","607499","621861","631180","641833","656050","663305","667061","676062","683864","690389","700500","710920","720885","733469","746034","756430","768090","777552","779284","775941","770089.5","761936","",""
"HFAMDB_841","45_49","ALL","MDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","232425","236353","242509","248094","252624","251107","250970","248268","236365","221106","202257","180949","167597","199009","199014","237180","271979","250633","263923","266102","263067","261855","265279","271363","277178","282415","286638","286438","281631.5","273187.5","260493","247597.5","237350","229795","223933","220376","219148"
