"Measure code","AGE_GRP","SEX","COUNTRY_REGION","YEAR","VALUE"
"HFAMDB_230","GTE65","FEMALE","KGZ","2013","15.73"
"HFAMDB_230","GTE65","MALE","KGZ","2013","20.73"
"HFAMDB_230","GTE65","ALL","KGZ","2013","17.75"
"HFAMDB_230","GTE65","FEMALE","BEL","2011","160.57"
"HFAMDB_230","GTE65","MALE","BEL","2011","179.34"
"HFAMDB_230","GTE65","ALL","BEL","2011","168.54"
"HFAMDB_230","GTE65","FEMALE","BIH","2011","52.38"
"HFAMDB_230","GTE65","MALE","BIH","2011","71.54"
"HFAMDB_230","GTE65","ALL","BIH","2011","59.85"
"HFAMDB_230","GTE65","FEMALE","ISR","2012","103.57"
"HFAMDB_230","GTE65","MALE","ISR","2012","121.55"
"HFAMDB_230","GTE65","ALL","ISR","2012","111.67"
"HFAMDB_230","GTE65","MALE","ITA","2011","144.02"
"HFAMDB_230","GTE65","FEMALE","ITA","2011","120.86"
"HFAMDB_230","GTE65","ALL","ITA","2011","130.7"
"HFAMDB_230","GTE65","ALL","LTU","2006","44.24"
"HFAMDB_230","GTE65","ALL","LTU","2011","57.92"
"HFAMDB_230","GTE65","MALE","LTU","2008","67.68"
"HFAMDB_230","GTE65","MALE","LTU","2004","38.48"
"HFAMDB_230","GTE65","FEMALE","LTU","2004","31.58"
"HFAMDB_230","GTE65","ALL","LTU","2001","22.57"
"HFAMDB_230","GTE65","ALL","LTU","2002","27.57"
"HFAMDB_230","GTE65","ALL","LTU","2008","55.46"
"HFAMDB_230","GTE65","FEMALE","LTU","2007","39.74"
"HFAMDB_230","GTE65","FEMALE","LTU","2008","50.2"
"HFAMDB_230","GTE65","ALL","LTU","2004","33.91"
"HFAMDB_230","GTE65","MALE","LTU","2006","54.86"
"HFAMDB_230","GTE65","MALE","LTU","2001","27.11"
"HFAMDB_230","GTE65","FEMALE","LTU","2009","46.22"
"HFAMDB_230","GTE65","FEMALE","LTU","2012","45.56"
"HFAMDB_230","GTE65","FEMALE","LTU","2006","39.73"
"HFAMDB_230","GTE65","FEMALE","LTU","2001","20.05"
"HFAMDB_230","GTE65","ALL","LTU","2012","53.18"
"HFAMDB_230","GTE65","ALL","LTU","2010","59.48"
"HFAMDB_230","GTE65","MALE","LTU","2005","49.79"
"HFAMDB_230","GTE65","MALE","LTU","2011","72.45"
"HFAMDB_230","GTE65","MALE","LTU","2012","68.27"
"HFAMDB_230","GTE65","MALE","LTU","2007","71.06"
"HFAMDB_230","GTE65","MALE","LTU","2003","37.35"
"HFAMDB_230","GTE65","MALE","LTU","2010","80.66"
"HFAMDB_230","GTE65","FEMALE","LTU","2005","31.91"
"HFAMDB_230","GTE65","FEMALE","LTU","2002","23.93"
"HFAMDB_230","GTE65","ALL","LTU","2005","38.14"
"HFAMDB_230","GTE65","ALL","LTU","2007","49.86"
"HFAMDB_230","GTE65","FEMALE","LTU","2011","50.71"
"HFAMDB_230","GTE65","FEMALE","LTU","2003","21.63"
"HFAMDB_230","GTE65","FEMALE","LTU","2010","48.72"
"HFAMDB_230","GTE65","ALL","LTU","2003","26.93"
"HFAMDB_230","GTE65","ALL","LTU","2009","55.78"
"HFAMDB_230","GTE65","MALE","LTU","2002","35.47"
"HFAMDB_230","GTE65","MALE","LTU","2009","74.16"
"HFAMDB_230","GTE65","FEMALE","NLD","2012","136.91"
"HFAMDB_230","GTE65","MALE","NLD","2012","156.41"
"HFAMDB_230","GTE65","ALL","NLD","2012","146.4"
"HFAMDB_230","GTE65","ALL","ROU","2011","58.22"
"HFAMDB_230","GTE65","MALE","ROU","2011","67.12"
"HFAMDB_230","GTE65","FEMALE","ROU","2011","52.51"
"HFAMDB_230","GTE65","FEMALE","ESP","2012","174.74"
"HFAMDB_230","GTE65","MALE","ESP","2012","175.57"
"HFAMDB_230","GTE65","ALL","ESP","2012","176.96"
"HFAMDB_230","GTE65","MALE","AUT","2013","147.26"
"HFAMDB_230","GTE65","FEMALE","AUT","2013","119.12"
"HFAMDB_230","GTE65","ALL","AUT","2013","130.29"
"HFAMDB_230","GTE65","MALE","BEL","2012","208.53"
"HFAMDB_230","GTE65","FEMALE","BEL","2001","113.96"
"HFAMDB_230","GTE65","MALE","BEL","2001","139.97"
"HFAMDB_230","GTE65","ALL","BEL","2002","133.07"
"HFAMDB_230","GTE65","MALE","BEL","2002","140.67"
"HFAMDB_230","GTE65","ALL","BEL","2012","191.99"
"HFAMDB_230","GTE65","ALL","BEL","2001","123.44"
"HFAMDB_230","GTE65","FEMALE","BEL","2002","126.66"
"HFAMDB_230","GTE65","FEMALE","BEL","2012","179.09"
"HFAMDB_230","GTE65","FEMALE","HRV","2013","62.8"
"HFAMDB_230","GTE65","MALE","HRV","2013","103.98"
"HFAMDB_230","GTE65","ALL","HRV","2013","77.4"
"HFAMDB_230","GTE65","ALL","CZE","2013","106.08"
"HFAMDB_230","GTE65","MALE","CZE","2013","118.14"
"HFAMDB_230","GTE65","FEMALE","CZE","2013","98.77"
"HFAMDB_230","GTE65","ALL","DEU","2013","107.4"
"HFAMDB_230","GTE65","FEMALE","DEU","2013","90.44"
"HFAMDB_230","GTE65","MALE","DEU","2013","132.81"
"HFAMDB_230","GTE65","FEMALE","HUN","2013","57.02"
"HFAMDB_230","GTE65","MALE","HUN","2013","83.96"
"HFAMDB_230","GTE65","ALL","HUN","2013","65.86"
"HFAMDB_230","GTE65","FEMALE","MDA","2013","11.75"
"HFAMDB_230","GTE65","MALE","MDA","2013","25.71"
"HFAMDB_230","GTE65","ALL","MDA","2013","17.46"
"HFAMDB_230","GTE65","FEMALE","TUR","2013","180.19"
"HFAMDB_230","GTE65","MALE","TUR","2013","216.37"
"HFAMDB_230","GTE65","ALL","TUR","2013","194.85"
"HFAMDB_230","GTE65","ALL","BLR","1996","55.39263731"
"HFAMDB_230","GTE65","ALL","BLR","2004","15.13097398"
"HFAMDB_230","GTE65","ALL","BLR","2005","15.09441039"
"HFAMDB_230","GTE65","MALE","BLR","1996","57.50192998"
"HFAMDB_230","GTE65","MALE","BLR","2004","20.9105915"
"HFAMDB_230","GTE65","MALE","BLR","2005","25.56797055"
"HFAMDB_230","GTE65","FEMALE","BLR","1996","53.45698648"
"HFAMDB_230","GTE65","FEMALE","BLR","2004","12.77775785"
"HFAMDB_230","GTE65","FEMALE","BLR","2005","10.49969708"
"HFAMDB_230","GTE65","FEMALE","IRL","2010","128.49714649"
"HFAMDB_230","GTE65","MALE","IRL","2010","160.10409097"
"HFAMDB_230","GTE65","ALL","IRL","2010","141.6524425"
"HFAMDB_230","GTE65","FEMALE","MLT","1983","0"
"HFAMDB_230","GTE65","ALL","PRT","2004","97.22625464"
"HFAMDB_230","GTE65","MALE","PRT","2004","113.45449812"
"HFAMDB_230","GTE65","FEMALE","PRT","2004","86.35253234"
"HFAMDB_230","GTE65","FEMALE","SMR","1995","0"
"HFAMDB_230","GTE65","FEMALE","SMR","1996","0"
"HFAMDB_230","GTE65","FEMALE","SMR","1997","0"
"HFAMDB_230","GTE65","FEMALE","SMR","1998","0"
"HFAMDB_230","GTE65","FEMALE","SMR","1999","0"
"HFAMDB_230","GTE65","FEMALE","SMR","2000","0"
"HFAMDB_230","GTE65","FEMALE","SMR","2005","0"
"HFAMDB_230","GTE65","MALE","SMR","1995","0"
