"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_831","TOTAL","MALE","SMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","","","","","","","","","",""
"HFAMDB_831","TOTAL","MALE","SRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16","0.24","0.27","0.2","0.25","0.25","0.3","0.59","0.61","0.58","0.65","0.55","0.6","0.36","0.53","0.65","0.6","0.57",""
"HFAMDB_831","TOTAL","MALE","SVK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24","0.12","0.05","0.14","0","0.1","0.24","0.07","0.34","0.21","0.52","0.53","0.28","0.18","0.31","0.38","0.25","0.16","0.46","","0.48","0.34","0.38","",""
"HFAMDB_831","TOTAL","MALE","SVN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.54","0.08","0.14","0","0.25","0","0.37","0.51","0","0.31","0.19","0.31","0.55","0.42","0.47","0.32","0.6","0.45","0.2","0.82","0.45","0.51","0.42","0.17","0.48","0.38","0.15","0.15","0.27","",""
"HFAMDB_831","TOTAL","MALE","ESP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29","0.24","0.24","0.24","0.34","0.29","0.31","0.26","0.34","0.36","0.49","0.52","0.51","0.79","1.17","1.37","1.99","1.98","2.01","1.77","1.92","2.02","2.08","2.09","2.35","2.13","2.14","1.92","1.62","2.01","1.66","1.59","1.51","1.42","1.64","1.68",""
"HFAMDB_831","TOTAL","MALE","SWE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.06","0.04","0.08","0.19","0.18","0.41","0.31","0.28","0.6","0.43","0.43","0.63","0.57","0.53","0.72","0.73","0.64","0.94","0.74","0.97","0.75","1.09","0.81","0.72","0.77","1.18","0.75","0.91",""
"HFAMDB_831","TOTAL","MALE","CHE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38","0.38","0.41","0.38","0.41","0.42","0.47","0.26","0.32","0.25","0.2","0.36","0.25","0.31","0.17","0.25","0.33","0.2","0.19","","",""
"HFAMDB_831","TOTAL","MALE","TJK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.54809211","4.75835858","3.93864646","3.42026367","3.32697693","2.4902698","2.78514596","3.71693938","1.74811911","2.47626516","1.87103712","1.91060339","1.7447279","","","","","","","","","","",""
"HFAMDB_831","TOTAL","MALE","MKD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62","0.34","0.17","0.23","0.08","0.13","0.37","0.6","0.13","0.66","0.75","0.44","0.19","0.77","0.11","0.38","0.59","0.29","0.29","0","0.2","0.95","0.28","","",""
"HFAMDB_831","TOTAL","MALE","TUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","1.76","1.97","1.75","2.12","1.76","1.38",""
"HFAMDB_831","TOTAL","MALE","TKM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.42","2.92","3.52","2.75582972","3.18989879","2.97265108","2.66269591","1.82977617","1.54","3.06","2.2","2.2","1.18","1.03","0.94","1.13","1.16","1.02","2.86","2.87","3.5","2.91","2.22","","",""
"HFAMDB_831","TOTAL","MALE","UKR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29084277","0.29224053","0.3176412","0.34978148","0.31707714","0.28091335","0.25455454","0.19331536","0.24699288","0.2777447","0.24009218","0.25605619","0.19785664","0.31535853","0.31","0.34","0.31","0.36","0.38","0.37","0.46","0.44","","0.71","0.74",""
"HFAMDB_831","TOTAL","MALE","GBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.27","0.23","0.18","0.3","0.3","0.23","0.24","0.29","0.28","0.24","0.26","0.26","0.41","0.17","0.18","0.4","0.37","0.48","0.57","0.55","","0.47","0.41","0.53","0.47","0.45","0.49","0.53","0.53","0.6","0.54","0.49","0.47","0.51","0.57","0.67",""
"HFAMDB_831","TOTAL","MALE","UZB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.21939938","4.89549786","4.91927824","4.3784646","3.76749812","3.52689368","3.89537814","3.13469871","2.84499486","2.2317705","2.17730879","2.46212385","2.62272077","2.41","2.4","","","","2.1","1.46","1.34","1.55","1.87","1.24","",""
"HFAMDB_831","TOTAL","ALL","CARINFONET","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.28238561","3.00549316","3.17677097","2.8020368","2.5725206","2.50850964","2.71265092","2.33497064","1.99036611","2.05150246","1.66336512","1.76925643","1.61380415","1.41025353","1.46138355","1.432538","1.38927238","1.38780308","1.41165795","1.14695893","1.12445489","1.16011684","1.12366222","1.0221693","",""
"HFAMDB_831","TOTAL","ALL","CIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96812339","0.91204548","0.95134719","0.87837659","0.83082134","0.81184795","0.85319139","0.76293792","0.7042395","0.77823721","0.72326836","0.70869749","0.70245204","0.73923311","0.77100132","0.78459789","0.76055755","0.80544984","0.78116711","0.76016481","0.7744702","0.7889399","0.79371568","0.80120631","",""
"HFAMDB_831","TOTAL","ALL","EU_AFTER_MAY2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.65713854","0.68367947","0.59522977","0.67401496","0.70591933","0.59557353","0.52523831","0.44420764","0.43842519","0.38574764","0.40367835","0.342041","0.33491812","0.35885503","0.32778348","0.3465473","0.38341608","0.35943178","0.3975277","0.36261751","0.40343543","0.37640522","0.37906095","0.3996675","0.38762357","0.3983159","0.50430838","0.63563219","0.52296123","0.64580422","0.6449436",""
"HFAMDB_831","TOTAL","ALL","EU_BEFORE_MAY2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2733512","0.28631694","0.26869888","0.24397942","0.24928703","0.2572088","0.23736024","0.21216416","0.21638362","0.21149908","0.21564172","0.21560679","0.22753599","0.24257413","0.29944304","0.35203963","0.53280008","0.61561519","0.68866068","0.88633106","0.89782895","1.02600541","1.02136881","1.12091084","1.05597237","1.01861874","0.99380101","0.96297305","0.92340804","1.04426329","1.07065188","1.01436914","1.02844723","1.02056271","0.99093956","0.95156833","0.95890358",""
"HFAMDB_831","TOTAL","ALL","EU_MEMBERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38665878","0.38480142","0.34991625","0.34938819","0.35495192","0.33592324","0.32306263","0.30561783","0.3204987","0.33106394","0.30474371","0.2971875","0.28940109","0.33159399","0.35981665","0.50310217","0.55302152","0.60793835","0.76636791","0.76863678","0.87330041","0.87830802","0.95193106","0.91075506","0.87469217","0.86497281","0.83586066","0.80607245","0.90592905","0.92456717","0.88324755","0.91726438","0.9394731","0.89172107","0.88706212","0.89418418",""
"HFAMDB_831","TOTAL","ALL","NORDIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09526125","0.07874475","0.0750244","0.0798724","0.10290778","0.10028897","0.1820591","0.16897591","0.15813864","0.34229235","0.20746035","0.24391584","0.29837118","0.2715657","0.32524498","0.36982576","0.33696424","0.38611168","0.41172192","0.33393038","0.40042735","0.42605401","0.49458562","0.32467297","0.33221145","0.31266766","0.42877501","0.38378762","0.41337942",""
"HFAMDB_831","TOTAL","ALL","SEEHN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70443358","0.78513377","0.78801677","","0.51061743","0.46118389","0.49361373","0.52305845","0.65302324","0.50826001","0.51293793","0.52696935","0.5273553","0.54531531","0.55472684","0.55999668","0.56195252","0.58411561","0.68296873","0.61626086","0.46811696","0.49800857","0.41758319","0.39067488","0.39923326","0.40309514","0.35238538","0.45182267","",""
"HFAMDB_831","TOTAL","ALL","SMALL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.18690038","0.1053676","0.23133144","0.3413213","0.31956055","0.16880023","0.34338026","0.37492064","0.48394017","0.30606661","0.31961519","0.16427408","0.22131919","0.24263142","0.27491616","","","","","0.34165392","",""
"HFAMDB_831","TOTAL","ALL","WHO_EURO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58464037","0.59663697","0.60606039","0.59285821","0.58971372","0.5690409","0.611826","0.60624756","0.67890764","0.6940878","0.74145048","0.80250278","0.7922929","0.87391014","0.85741072","0.89801645","0.87356517","0.86723595","0.87490347","0.86129892","0.83252073","0.90523386","0.9030522","0.8684299","0.91848304","0.92618102","0.92505733","0.90850162","0.90026947",""
"HFAMDB_831","TOTAL","FEMALE","CARINFONET","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99816033","2.84208287","2.9998608","2.58414301","2.38272868","2.23329138","2.48024118","2.13092676","1.68882028","1.86362106","1.52078346","1.51653112","1.4417958","1.18229424","1.33809306","1.2641967","1.19356119","1.22966424","1.21209443","1.03448634","0.88199186","0.97643978","0.85859247","0.84344476","",""
"HFAMDB_831","TOTAL","FEMALE","CIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8316096","0.80440327","0.83362966","0.75785345","0.72349454","0.68999677","0.73643445","0.65781461","0.57364892","0.63961539","0.58451416","0.59945434","0.60153952","0.5959016","0.61228043","0.62818863","0.60427217","0.62920076","0.58959449","0.56925524","0.54453085","0.58025665","0.55810242","0.57428228","",""
"HFAMDB_831","TOTAL","FEMALE","EU_AFTER_MAY2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55460436","0.58009212","0.50833505","0.56559975","0.59517138","0.49021275","0.40589634","0.34866996","0.32717164","0.3002929","0.28988086","0.24322589","0.26631927","0.26410564","0.21937987","0.26617767","0.27029867","0.26320003","0.2817822","0.25834831","0.29946735","0.23618998","0.28995039","0.28006316","0.30133547","0.2728459","0.36405719","0.53466909","0.39077669","0.52870257","0.47784736",""
"HFAMDB_831","TOTAL","FEMALE","EU_BEFORE_MAY2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22745537","0.24305543","0.22668224","0.20009687","0.19417431","0.18970535","0.17044269","0.15954928","0.1475184","0.14674485","0.1654276","0.15152298","0.15586045","0.15056931","0.21354572","0.23704651","0.39418861","0.45466877","0.51490962","0.68797819","0.69505168","0.77033951","0.7806502","0.85666313","0.80555529","0.7843693","0.7375941","0.69710997","0.69149122","0.78156769","0.79862482","0.75479533","0.79209955","0.7528642","0.73192732","0.69960918","0.68340256",""
"HFAMDB_831","TOTAL","FEMALE","EU_MEMBERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31386806","0.30485471","0.28543917","0.27411406","0.27885036","0.26038648","0.25819511","0.23233119","0.24528517","0.26648294","0.23095177","0.21439477","0.19666143","0.23990324","0.25168636","0.37010396","0.40606469","0.45788462","0.5910242","0.58661376","0.65622648","0.66546965","0.72400936","0.68912077","0.66798455","0.6411294","0.59630543","0.60410095","0.67288962","0.69121069","0.65125796","0.7004761","0.70649646","0.65906029","0.66327457","0.64064239",""
"HFAMDB_831","TOTAL","FEMALE","NORDIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08782379","0.08858489","0.06678983","0.05592301","0.08067429","0.07350968","0.08539119","0.14140621","0.13581126","0.25716386","0.10538225","0.15941855","0.18113146","0.17541786","0.18431926","0.23577798","0.17924881","0.27534176","0.1976085","0.19492193","0.20591517","0.26249471","0.28878967","0.16559074","0.21436928","0.16289071","0.19193706","0.23720417","0.28309956",""
"HFAMDB_831","TOTAL","FEMALE","SEEHN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62386596","0.69870816","0.72649713","","0.42391163","0.37095256","0.35046582","0.41434427","0.51355255","0.38391599","0.46058171","0.44895565","0.42724993","0.38973097","0.39043111","0.50879197","0.44075035","0.48258183","0.50531184","0.43036828","0.37633073","0.34894929","0.35720154","0.3188741","0.29797984","0.30493398","0.26499002","0.3268947","",""
"HFAMDB_831","TOTAL","FEMALE","SMALL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19324289","0.19447808","0.37586908","0.41699958","0.3104755","0.29827542","0.24675235","0.41788716","0.71550405","0.24677646","0.12181439","0.13357937","0.09628764","0.178651","0.16848133","","","","","","",""
"HFAMDB_831","TOTAL","FEMALE","WHO_EURO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48061144","0.49370852","0.50752223","0.4883082","0.47917919","0.46181855","0.50093754","0.48502834","0.54431591","0.55070192","0.59702628","0.64513298","0.62171158","0.67758311","0.66429894","0.71066407","0.68912983","0.6786299","0.6659589","0.64667108","0.64022628","0.68795318","0.6846092","0.64703442","0.68293974","0.68125939","0.66350318","0.65547939","0.64449305",""
"HFAMDB_831","TOTAL","MALE","SMALL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19841036","0","0.07285941","0.24809807","0.29334657","0","0.45303381","0.29692958","0.21012994","0.37862019","0.54047504","0.20468745","0.42482765","0.28503195","0.39541477","","","","","0.49029544","",""
"HFAMDB_831","TOTAL","MALE","CARINFONET","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.63029356","3.21594227","3.37662949","3.04563545","2.73695086","2.84064766","2.93599161","2.53970655","2.32251029","2.32719085","1.82196433","2.07190718","1.78317877","1.66804056","1.57974029","1.60444333","1.58454074","1.54313794","1.61184556","1.24556865","1.37452752","1.33876181","1.42096527","1.21351736","",""
"HFAMDB_831","TOTAL","MALE","CIS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.13827954","1.04750796","1.10016093","1.0255457","0.94679508","0.96421219","0.99090146","0.88286799","0.85923017","0.95111174","0.86974452","0.84642684","0.81588405","0.9121173","0.948101","0.96377845","0.9300445","0.99162827","0.99851318","0.96398913","1.0283269","1.02452615","1.06267285","1.05887734","",""
"HFAMDB_831","TOTAL","MALE","EU_AFTER_MAY2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.80862403","0.83521728","0.72227229","0.83242559","0.85703247","0.74964173","0.69258444","0.56848643","0.57663376","0.51390655","0.56004146","0.46688476","0.43117103","0.49240713","0.46263592","0.45895381","0.53765561","0.48026227","0.54613185","0.49503619","0.52737031","0.53699004","0.49537717","0.53253617","0.47930624","0.5370959","0.65556163","0.74597303","0.67431712","0.77408277","0.84194192",""
"HFAMDB_831","TOTAL","MALE","EU_BEFORE_MAY2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33593697","0.34394522","0.31511554","0.29620681","0.3103039","0.33961031","0.32468835","0.27393041","0.29521366","0.28872855","0.27104602","0.29445661","0.31057008","0.35422375","0.40056113","0.47615108","0.69288189","0.79764188","0.88126247","1.10241599","1.11475382","1.30772516","1.28506312","1.40495173","1.31725526","1.26780579","1.26365724","1.25025215","1.16314044","1.31256437","1.35711365","1.2772022","1.26355147","1.29839165","1.25198851","1.20944649","1.24264521",""
"HFAMDB_831","TOTAL","MALE","EU_MEMBERS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48494608","0.48457732","0.43001942","0.44485409","0.44943836","0.43865702","0.40631536","0.39602237","0.4170926","0.4091669","0.40127438","0.39989119","0.40388617","0.44117444","0.48483191","0.6624545","0.72233654","0.7791208","0.96451945","0.96787509","1.11839238","1.11858967","1.20132592","1.14860954","1.09976772","1.10450105","1.09718131","1.02066323","1.14688227","1.17132313","1.12122033","1.13581053","1.18308776","1.13046953","1.11834418","1.16083447",""
"HFAMDB_831","TOTAL","MALE","NORDIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10135852","0.0704218","0.0869075","0.10331647","0.12357543","0.1271971","0.28419357","0.19613671","0.18006896","0.4130008","0.31244238","0.33639311","0.41340191","0.36483963","0.47986295","0.5062039","0.48610802","0.49190395","0.62400334","0.47389613","0.59738791","0.58742793","0.70127616","0.48493086","0.4497511","0.46259316","0.67176659","0.5260755","0.54061052",""
"HFAMDB_831","TOTAL","MALE","SEEHN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.79612209","0.88017036","0.85621169","","0.5998284","0.56237944","0.65348226","0.65682707","0.80801916","0.64126431","0.57435075","0.61747644","0.63877939","0.7348879","0.7445677","0.62148172","0.69625442","0.70148269","0.8804031","0.82273646","0.57647726","0.66874595","0.48246702","0.46371128","0.52337271","0.51498113","0.44971302","0.58943803","",""
"HFAMDB_831","TOTAL","MALE","WHO_EURO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7092202","0.72208185","0.72347273","0.72137844","0.72249123","0.69858997","0.74348643","0.7469184","0.83289654","0.86097904","0.90570268","0.9794276","0.98230156","1.0996344","1.07127227","1.10898539","1.07378677","1.07749716","1.10143544","1.09772702","1.03782678","1.1325279","1.13788053","1.1013376","1.16988883","1.19398933","1.21032336","1.18210913","1.1765644",""
"HFAMDB_832","0","ALL","ALB","","","","","","","","","","","","","","","","","","","","","64000","64800","65600","66400","67200","68000","69200","70400","71600","72800","74000","74400","74800","75200","75600","77400","79000","80600","82200","83300","78900","76800","73900","66800","70300","70300","63900","61400","60800","61200","56500","52088","52180","50452","48657","40828","38305","36046","35372","35371","35543","36189","36161","35445","35153","33646",""
"HFAMDB_832","0","ALL","AND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","639","623","581","533","518","522",""
"HFAMDB_832","0","ALL","ARM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71000","72900","76100","77057","79200","79400","78100","75700","74100","75700","77800","73200","64000","54500","49500","47900","45500","41200","37500","33800","32743","35015","33644","36293","37137","37114","","40263","42420","","","41872","42086","42375","42220","40865"
"HFAMDB_832","0","ALL","AUT","103400","98700","97900","98600","99200","102200","108200","113100","115100","118000","121200","123600","128700","130500","130900","128700","126100","125000","123900","121000","114300","107200","103700","98800","95700","94500","89800","86100","85200","85900","88600","92800","93791","91672","89067","87859","86860","86434","87060","88329","89706","92399","94493","94656","93032","90079","88631","86553","83008","80133","78634","76363","75907","77200","77498","78492","77700","76786","76700","76273","76839","78223","77616","78116","79828","82142","84874"
"HFAMDB_832","0","ALL","AZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157400","159600","166300","170476","175900","180300","179900","178600","179100","180800","188000","186600","174400","163300","149200","141300","142200","149500","150800","117250","113700","110550","112100","122550","136750","","150450","","","","","","","","",""
"HFAMDB_832","0","ALL","BLR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156400","158400","163200","163521","166100","167500","164800","161400","158200","147700","131200","127300","116700","113000","104600","97400","91900","90300","92100","92587","92051","89652","88100","88224","89181","93072","99725","105338","108175","108290","108269","112523","117125","118348","118962",""
"HFAMDB_832","0","ALL","BEL","140500","138300","139100","141200","143000","145000","146200","148300","151300","154800","155300","153800","153900","154600","157700","156200","151200","146500","142200","139800","139300","138900","136200","131300","128800","120000","118900","119700","120000","121000","121800","122500","121200","119800","119900","113700","115800","116100","117500","119600","122200","124600","124900","122100","117600","114900","115005","115514","114544","113338.5","113763","113931","112286","111809.5","114093","117128","120043","121363","123825","126739","126834","130212","128945","126185","125645","123040",""
"HFAMDB_832","0","ALL","BIH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70900","69700","69400","69500","65600","66000","63800","","","","","","","","","","","","","","","","","","","33313","33285","34716","","34635","",""
"HFAMDB_832","0","ALL","BGR","165300","136200","138900","140800","137000","138500","137200","137300","133800","132700","133800","134600","132100","129400","128100","129000","125000","120700","129900","139000","137700","132100","127900","136000","145400","141700","141400","138600","133400","134300","129100","123800","121900","119100","116900","107600","118500","124600","114600","113600","107200","98900","89600","85300","81100","74500","70900","67100","63900","67900","71025","66613","65733","65103","66365","67894","69445","71023","72686","75233","73840","68655","66072","65343","65985.5","",""
"HFAMDB_832","0","ALL","HRV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63600","61500","57900","57500","56700","56000","54500","54500","54500","52500","53800","51400","55500","47100","45700","47500","42942","40400","39700","39200","42673","41680","40812","43345","43609","44515","41810","41483","40603","39805","38591","36563"
"HFAMDB_832","0","ALL","CYP","","","","","","","","","","","","","","","15700","15900","15100","14900","15200","15600","13200","","","","11100","","","","","","","","","","","","","","","","","","","","","","","","","8805","8769","8335","7887","8030","8275","8389","8644","8864","9114","9606","9875","9590","10101","9278","9300","9102","9302"
"HFAMDB_832","0","ALL","CZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134500","132100","130800","130500","129400","128300","128000","124600","120500","113100","100700","92700","90200","90300","89702","89912","90106","91719","93270","95588","100023","104134","110023","117264","119304","118067","113970","108724","107763","108384","110356","111660"
"HFAMDB_832","0","ALL","DNK","77800","78100","75800","77800","77000","76100","75000","75500","75000","73900","74300","75300","77000","79400","82200","83500","86200","85600","78900","73300","70200","69900","74500","74700","70200","69700","68200","63300","61800","60500","58200","55100","52800","51700","51300","52800","54600","55800","57500","60000","62000","64400","65600","67800","67900","70200","68600","68400","66000","66717","66182","66423","64239","63440","64901","64419","64453","64408","65098","64696","63569","61532","58446","57663","56032","57214",""
"HFAMDB_832","0","ALL","EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22700","23000","23400","23580","23800","23800","24200","24900","24304","23024","20499","18264","16183","14277","13476","13087","12654","12119","11989","12680","12915","12950","13145","13560","14155","14590","15275","15825","15870","15855","15329","14459","13801","13603","13836",""
"HFAMDB_832","0","ALL","FIN","96000","93200","91100","90100","88000","87600","87200","86000","82200","80400","80300","79800","80100","80200","79600","77100","75700","75400","73300","68100","62900","60700","57900","57300","59500","64000","65800","65600","64200","63300","62900","62900","64600","66300","65800","63700","61500","60000","61200","63000","64200","65300","65900","65500","64700","63800","61600","59800","57902","57081","56972","56230","55653","55919","57022","57611","58264","58852","59186","60050.5","60826","60601","59856","59023","58039.5","",""
"HFAMDB_832","0","ALL","FRA","833400","812700","795200","786700","782800","786900","788000","795500","798600","804200","807600","813100","823500","839200","859500","858000","850400","837800","824100","825400","833700","854000","868000","856600","819300","758900","724600","725100","733900","740600","772200","796300","777900","750600","732400","742200","750900","751200","747800","747000","750700","748600","739500","715700","699500","709100","720900","719800","721800","727938","752376","768979","763261","760673","763608.5","767392","761368","776464","768408","769262","779722","773070","766480","755805","752894","",""
"HFAMDB_832","0","ALL","GEO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89900","90600","92700","94187","96000","96600","93900","91000","89900","90050","89050","79100","65350","57650","55150","53950","52950","51550","49000","47650","46450","45300","45150","46650","47200","46500","47750","52050","59050","61900","59700","56900","57000","59600","55700",""
"HFAMDB_832","0","ALL","DEU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881600","869800","822000","805700","784100","767600","780900","804400","797800","777900","768659","750990","727358","712661","705523","695366","679405","679181","684378","673991","671477","670440","668722","678483","699490","730570",""
"HFAMDB_832","0","ALL","GRC","153500","158000","152500","146700","147800","153000","155100","155700","154900","157000","158500","157700","153000","151200","151200","152700","154300","160000","161600","157200","147700","172900","137600","135900","137900","140400","141400","142300","142500","144700","146900","142800","137100","133200","127500","119600","113900","113900","109300","105400","104100","104646","104932","104968","104892","104737","104497","104141","103664","103059","102244","101771","102390","103609","104867","106388","109674","111873","114808","117800","116092","109988","102844","97020","92858","91638",""
"HFAMDB_832","0","ALL","HUN","181800","182100","178100","186700","204500","206200","196400","171900","156100","148900","143100","138000","130000","126200","127600","128100","131100","138900","146700","149400","148500","146300","147200","149900","165800","184300","184300","176800","168900","160400","152800","142900","135700","128100","124100","125400","126900","124900","123200","122100","122771","124787","122777","117935","114957","112567","107592","101706","97658","95201","95373","95958","95132","93984","93333","95108","97681","97567","96645","95940.5","91880","88147","88346","89178","91099.5","92299","93299.5"
"HFAMDB_832","0","ALL","ISL","3900","3900","3900","4200","4200","4300","4400","4600","4600","4300","4800","4600","4700","4700","4700","4700","4700","4500","4300","4100","4100","4000","4400","4500","4400","4300","4200","4100","3900","4300","4500","4400","4400","4300","4300","4000","3800","4000","4400","4700","4700","4700","4600","4700","4500","4400","4300","4308","4175","4192","4319","4187","4133","4080","4264","4194","4469","4455","4758","4910","4938","4692","4516.5","4436","4341.5","4235.5","4081"
"HFAMDB_832","0","ALL","IRL","63100","63500","62100","60100","60200","59400","59800","59300","57400","58300","59000","62700","60000","61600","62400","61900","63600","64600","64600","63400","64000","66300","66500","68500","67100","68000","66700","67800","69300","71400","72500","73400","71000","70000","63500","62300","61200","59200","57300","50800","50800","52500","52400","51800","50900","48200","48800","50491","52600","53342","53631","55085","54499","60639","61621","61066","61076","65495","71954","73489","73489","72452","74516","71201","","",""
"HFAMDB_832","0","ALL","ISR","","","","","","","","","","","","","","","","","","","","","58700","62600","64300","65000","67900","92900","95500","95700","93000","92300","93400","93000","94400","91800","98000","98500","98800","98800","99300","100200","101500","105100","108100","111200","113500","115700","119900","122900","127400","131000","133906","136046.5","137482.5","141324.5","143760.5","143483","145379","149263","153637","157666","162417","164966","168133.37105","170650.97364","173465.5","177138.06319",""
"HFAMDB_832","0","ALL","ITA","809000","825500","817600","819000","831000","842300","844300","847300","846400","859800","877400","881900","898300","927300","968400","984300","963700","936200","904400","898800","886500","876700","878300","854000","870600","849300","811000","770900","729400","693300","662900","636300","615000","614700","596500","585300","568300","555100","563300","567200","569500","557000","510808","570454","548535","532848","522979","531568","532078","526625","531499","533572","526997.5","536818","549806","554072","551062.5","556795","564254","566225","559179","539939","527697","516538","502841","488120",""
"HFAMDB_832","0","ALL","KAZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356300","365000","380900","383368","392600","397300","403700","402500","386800","363000","349600","350600","354700","329100","284400","254500","237400","219100","211400","209958","216677","223958","237557","257334","272684","286942","308243","334120","351484","357274","365226","372304","380041","390727","395593",""
"HFAMDB_832","0","ALL","KGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106900","111900","118800","120433","124700","128600","131000","130200","128400","125900","125500","126100","119700","110200","110400","110200","103000","101100","102800","98652","95743","97804","101344","104954","106654","112166","118639","122091","124773","137875","145388","149654","152859","155997","159990",""
"HFAMDB_832","0","ALL","LVA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35000","35800","36800","38900","40100","40000","40800","41800","41500","40000","37900","35700","32600","28700","25100","22500","20400","19100","18400","18700","19659","19805","19712","20427","20632","20963","22057","23038","23788","22839","20444","18901","19143","20063","21043","21779",""
"HFAMDB_832","0","ALL","LTU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52100","52900","55600","56268","57900","59100","59200","57600","56132","55996","55966","54475","50122","44238","41210","39667","38032","37028","36371","34787","32187","30090","29472","29494","29119","28997","29288","30343","31526","31215","30387","30328","30162","30110","30910","30936"
