"Measure code","AGE_GRP","SEX","COUNTRY_REGION","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"HFAMDB_828","60_74","ALL","GRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","0.46","0.32","0.4","0.37","0","0.31","0.15","0.24","0.22","0","0.07","0","0","0","0.5","1.89","1.32","1.47","2.08","1.1","1.35","1.18","1.7","1.6","2.02","1.8","1.39","1.23","1.39","1.17","1.28","1.36","1.43","","2.44","1.2",""
"HFAMDB_828","60_74","ALL","HUN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.71","2.22","1.43","1.39","1.17","1.76","0.92","1.57","1.09","0.58","0.66","0.46","0.42","0.2","0.12","0.24","0.12","0.21","0.12","0.25","0.19","0.18","0.47","0.15","0.27","0","0.06","0","0.06","0","0.58","0.99","0.78","3.84","4.43","4.91","4.19","4.18"
"HFAMDB_828","60_74","ALL","ISL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.37","3.38","0","0","0","0","0","0","0","0","0","0","0","","","","","2.35","0",""
"HFAMDB_828","60_74","ALL","IRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36","1.35","0.73","0.81","0.23","0","1.01","0","0","0","0.48","0.23","0.79","0.23","0.92","0.3","0.22","0.48","0.71","0.29","0.48","1.06","0.45","0.49","0.26","0.24","0.48","0.46","0.45","0.63","0.4","1.6268269","0.19","0.56","0.9","","",""
"HFAMDB_828","60_74","ALL","ISR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","0.25","0","0.23","0.29","1.08","0.84","1.51","0.77","1.08","0.74","2.03","0.21","2.14","4.94","8.21","13.54","7.81","8.14","9.39","8.38","9.38","9.64","9.14","9.38","9.16","10.48","7.68","6.15","5.21","4.45","2.68","5.44","4.82","2.59","3.28","2.4",""
"HFAMDB_828","60_74","ALL","ITA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.61","0.77","0.96","0.66","0.48","0.64","0.59","0.51","0.38","0.65","0.55","0.4","0.48","0.33","0.4","0.6","3.04","3.59","5.68","6.61","6.72","6.6","6.62","8.15","6.02","6.36","5.87","5.79","5.57","7.36","7.98","8.07","7.7","7.85","7.07","6.42","6.35",""
"HFAMDB_828","60_74","ALL","KAZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.65","0.48","0.71","0.75","1.8","1.88","1.99","1.96","2.69","1.54","1.57","1.1","0.53","0.33","0.53","0.5","0.33","0.49","0.42","0.47","0.79","0.31","0.63","0.54",""
"HFAMDB_828","60_74","ALL","KGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5253412","3.88569066","3.39553121","0.76958609","2.58038849","2.94554185","2.32442068","1.31017494","0.66068352","2.73","1.64","0.65","1.28","1.45","0.34","1.94","0.35","2.34","1.25","0.92","2.29","1.27","1.73","2.57","2.74",""
"HFAMDB_828","60_74","ALL","LVA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.62487503","","","0.27127914","0.97835782","","","","","","","1.80513721","0.6084305","1.38225273","0.29188558","0.25765094","0.78","0","0.81","0","0.71","0.28","0.81","1.39","0.49","0.26","0.51","1.29","1.33","4.42","4.08","2.06","2.61","4.57","2.54","2.45",""
"HFAMDB_828","60_74","ALL","LTU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.50019284","0.68217313","0","0.85","1.23","0.44","0.86","0.57","0.42","0.6","0.74","1.13","1.32","0.73","0.61","0.37","0.74","0.72","0.99","1.29","2.02","1.01","1.81","1.15","2.14","2.19"
"HFAMDB_828","60_74","ALL","LUX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93","1.95","1.71","0","0","1.71","0","0","2.28","2.16","0","0","0","0","0","0","1.72","0","1.64","3.59","3.38","1.43","2.82","1.41","5.8","1.99","1.98","1.93","0","0","0","1.43","0","0","4.42","0","0",""
"HFAMDB_828","60_74","ALL","MLT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","3.13","0","0","0","0","5.59","0","0","2.74","0","0","2.36","2.38","0","2.4","0","0","2.39","0","0","1.94","3.91","4.43","0","3.44","0","1.98","5.14","1.53","0","5.65","2.67","0","1.13","",""
"HFAMDB_828","60_74","ALL","MNE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1.17","0","0","1.09","0","0","0","","","","","","",""
"HFAMDB_828","60_74","ALL","NLD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","0.2","0.06","0.17","0.11","0.3","0.18","0.11","0.18","0.05","0.17","0.27","0.05","0.1","0.31","0","0.16","1.01","0.41","0.94","0.72","0.78","1.08","1.27","1.13","0.89","0.32","0.77","0.53","0.59","0.38","0.7","0.5","0.8","0.83","0.52","0.9","0.53"
"HFAMDB_828","60_74","ALL","NOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31","0.35","0.2","0.15","0","0.3","0.57","0.62","0","0.5","0","0.67","0.81","0.81","0.73","0.89","0.21","0","0.78","0.52","0","0.31","0.34","0.94","0.44","0.42","0","0.43","0.12","0.7",""
"HFAMDB_828","60_74","ALL","POL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.51","4.19","3.23","3.36","3.3","3.41","2.85","3.06","3.15","3.5","3.33","3.05","2.21","3.06","2.12","2.52","1.85","","","1.96","2.28","1.85","2.1","2.3","1.83","1.94","1.6","1.76","1.76","1.34","1.72","1.7","1.77","1.32","2.07","2.04",""
"HFAMDB_828","60_74","ALL","PRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","0.4","0.3","0.52","0.16","0.25","0.08","0.39","0.31","1.21","0.75","0.72","1.02","1.79","1.52","2.66","3.31","2.95","3.43","2.5","3.42","1.74","0.56","2.21","1.13225435","","","1.35","1.6","1.71","1.58","1.38","1.58","1.82","2.19","",""
"HFAMDB_828","60_74","ALL","MDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71","0.46","1.14","0.22","0.87","0","1.04","0.49","0.51","0.54","0.27","0.24","0","0","0","0","0","0.61","0","0.25","1.05","0","0","0.46","0.65","0.9"
"HFAMDB_828","60_74","ALL","ROU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56","0.99","1.14","1.17","0.51","0.93","0.54","0.41","0.67","1.03","0.34","0.34","0.22","0.43","0.26","0.32","0.38","0.19","0.09","0.21","0.21","0.39","0.34","0.31","0.33","0.7","0.48","0.53","0.54","0.69","0.62","0.45","0.61","0.36","0.89","0.99","1.05"
"HFAMDB_828","60_74","ALL","RUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48","0.46","0.63","0.61","0.74","0.7","0.94","1.19","1.16","1.41","1.34","1.37","1.48","1.39","1.37","","",""
"HFAMDB_828","60_74","ALL","SMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","","","","","","","","","",""
"HFAMDB_828","60_74","ALL","SRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","0.73","0.7","0.64","0.5","1.01","0.62","1.28","1.76","0.85","1.39","1.61","1.33","0.99","1.21","1.54","1.4","1.44",""
"HFAMDB_828","60_74","ALL","SVK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","0","0.18","0","0","0.19","0.9","0.19","0.83","0.67","1.2","0.78","1.07","0.47","0.96","1.3","0.48","0.46","0.89","","0.91","1.07","0.49","",""
"HFAMDB_828","60_74","ALL","SVN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1.36","0","0.88","0","0","0","0.83","0.76","0","0","0.7","0.69","0.67","0.66","0","0.65","1.34","0.64","0","2.32","0.76","0","0.88","1.01","0.34","0.68","0.84","0.62","0.3","0.29",""
"HFAMDB_828","60_74","ALL","ESP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59","0.4","0.48","0.33","0.33","0.34","0.51","0.55","0.53","0.65","0.87","1.06","1.6","1.99","3.16","4.98","5.23","5.72","6.16","5.36","5.89","5.76","5.86","5.98","6.13","5.4","5.09","4.48","4.31","4.58","3.75","3.43","3.46","3.22","3.07","3.19",""
"HFAMDB_828","60_74","ALL","SWE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.28","0","0.22","0.3","0.28","0.61","0.88","0.93","0.86","0.5","0.69","0.91","0.76","0.53","1.27","1.39","0.71","1.67","1.47","1.4","1.24","1.53","1.05","1.26","1.73","2.63","2.14","2.38",""
"HFAMDB_828","60_74","ALL","CHE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32","0.77","1.32","1.18","1.79","1.55","0.9","0.33","0.73","0.58","0.31","0.27","0.37","0.64","0.52","0.42","0.34","0.27","0.24","","",""
"HFAMDB_828","60_74","ALL","TJK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92822911","12.32469449","3.01999124","4.37568204","5.01558938","6.32057951","5.43752561","4.29539181","3.15747802","3.84147263","3.94654212","5.91718007","5.17224434","","","","","","","","","","",""
"HFAMDB_828","60_74","ALL","MKD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.52","0.62","0","0","0","0","1.34","2.22","0.46","2.03","0.81","0.82","0.4","1.19","0","0.83","2.46","0.82","0.78","0","0.41","1.5","0.39","","",""
"HFAMDB_828","60_74","ALL","TUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.17","5.63","6.01","5.12","6.07","4.92","4.45",""
"HFAMDB_828","60_74","ALL","TKM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.47","2.36","3.9","3.00662403","4.25189299","3.13289475","3.1990742","3.6631365","1.94","4.62","0.41","2.5","2.73","1.67","1.43","1.04","1.67","1.56","3.79","6.98","7.26","1.38","3.22","","",""
"HFAMDB_828","60_74","ALL","UKR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3664563","0.19332207","0.28972777","0.23036807","0.23000339","0.1559032","0.17660094","0.11090042","0.12558234","0.16474018","0.17266208","0.14100027","0.1410307","0.27757105","0.29","0.45","0.46","0.46","0.39","0.39","0.68","0.4","","1.02","0.92",""
"HFAMDB_828","60_74","ALL","GBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","0.31","0.31","0.28","0.51","0.49","0.33","0.4","0.33","0.41","0.52","0.5","0.37","0.62","0.38","0.26","0.7","0.65","0.68","0.97","0.81","","0.68","0.63","0.7","0.73","0.75","0.82","0.68","0.69","0.76","0.83","0.95","0.97","0.82","0.83","0.96",""
"HFAMDB_828","60_74","ALL","UZB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43700761","3.85272936","5.34961416","3.42237875","3.98600771","2.48562551","3.14399757","3.70373425","2.65914342","2.38375104","2.82989601","4.01545101","4.24731526","3.66","5.02","","","","5.09","2.71","1.92","2.99","3.26","2.24","",""
"HFAMDB_828","60_74","FEMALE","ALB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3","0.94","","","0","0.9","0.82","0.84","0","0","0","0.8","1.81","0","0","0.7","0","0","0","0","0","0","","","","","","",""
"HFAMDB_828","60_74","FEMALE","ARM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.49077346","0","0","0","0","0.49408335","0","0.51271008","0.5323317","0","0.41281374","0","","","0","","1.03","0.69","","","1.97","3.3","2.28","3.33","2.64"
"HFAMDB_828","60_74","FEMALE","AUT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","0","0.12","0.12","0.72","0.12","0.13","0.17","0","0.36","0.49","0","0","0.96","0.71","0.48","0.23","0.86","1.06","2.38","0.64","1.21","5.65","7.32","5.99","7.13","4.1","3.94","3.72","4.06","2.69","2.4","2.75","1.97","3.57","2.59","2.17"
"HFAMDB_828","60_74","FEMALE","AZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.3223577","0.31380228","0.3170376","0.72823237","0.31566613","1.24698632","0.58874463","0.3022061","0.59259259","0.85","0.26","2.45","5.42","","","0","","","","","","","","",""
"HFAMDB_828","60_74","FEMALE","BLR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38898683","0.21456925","0","0.20779955","0","0.20589795","0","0.13175564","0","0.24284823","0.23578622","0.44","0.27","0.34819863","0.59308903","","0.86","0.13","0.19","0.24","0.28","","0.11","0.27","",""
"HFAMDB_828","60_74","FEMALE","BEL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.32","0.36","0.49","0.68","0.42","0.94","0.56","0.56","0.41","0.67","0.85","1.29","1.1","1.1","2.35","2.05","2","2.19","2.86","4.36","3.52","3.95","3.23","2.16","2.24","2.43","2.81","1.75","1.22","1.94","1.72","1.76","1.3","1.08","1.13","1.1","0.89",""
"HFAMDB_828","60_74","FEMALE","BIH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0","0","0","1.17","0.41","0","","","","","","","","","","","","","","","","","","","","1.46","","","1.16","",""
"HFAMDB_828","60_74","FEMALE","BGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","0.91","0.37","0.31","0.36","0.54","1.46","0.63","0.61","0.66","0.27","0.12","0.3","0.3","0.35","0.26","0.3","0.93","0.53","0.48","0.66","1.13","1.23","0.54","0.63","0.85","0.11","0.39","0.12","0.67","1.07","0.14","0","0.12","0.8","",""
"HFAMDB_828","60_74","FEMALE","HRV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","0","0","0","0.4","0","0","0","0","0","0.51","0.33","0.51","0.25","0.27","0.84","1.41","1","1.36","0.87","1.25","2.27","1.43","1.91","1.12","1.8","1.08","1.9","1.35","0.5","1.28","0.79"
"HFAMDB_828","60_74","FEMALE","CYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.21","0","0","0","0","1.75","0","3.52","0","0","0","0","0"
"HFAMDB_828","60_74","FEMALE","CZE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.94","1.08","0.98","0.71","0.62","0.63","0.63","0.41","0.74","0.45","0.41","0.39","0.33","0.79","0.17","0.34","0.1","0.59","0.25","0.5","0.14","0.47","0.24","0.59","0.56","2.26","2.81","0.1","1.41","0.8","0.55"
"HFAMDB_828","60_74","FEMALE","DNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.82","0.5","0","0.33","0.87","0.23","0.24","0","0","0.53","1.05","0","0.24","0.46","0.48","0.66","0","0.46","0.38","0.75","0.61","0.17",""
"HFAMDB_828","60_74","FEMALE","EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96179741","0.8131668","0","0","0.88","0","0","0","0","0.88","0","0.79","0","0.92","0","0","1.38","0.74","0","0.83","0","0","0.93","0.89","2.24","0.78",""
"HFAMDB_828","60_74","FEMALE","FIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.56","0","0","0.21","0.42","0.21","0","0.21","0.2","0.27","0.3","0","0","0.28","0","0","0.47","0.46","0.24","0.21","0","0.21","0.43","",""
"HFAMDB_828","60_74","FEMALE","FRA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14","1.33","0.94","1.19","0.95","0.92","0.96","0.9","0.45","0.5","0.36","0.7","0.78","0.55","1.17","1.22","1.39","0.94","0.9","0.84","0.53","3.06","3.52","3.17","2.52","2.3","2.28","2.32","1.83","1.92","1.26","1.66","1.43","1.36","1.33","1.07","",""
"HFAMDB_828","60_74","FEMALE","GEO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29748624","0","","0","0","0","0.5393137","0","0","0.29","0","","","0","0","0.51","0.51","","0.97","0","0.64","2.27","3.58","6.69","9.47",""
"HFAMDB_828","60_74","FEMALE","DEU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","0.76","0.67","0.79","0.92","0.79","1.16","1.08","2.36","2.92","3.15","2.98","2.59","2.8","2.3","2.03","1.96","1.58","1.36","1.52","1.42","1.64","1.59","1.32","1.31","1.3",""
"HFAMDB_828","60_74","FEMALE","GRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.45","0.41","0.18","0.15","0","0","0","0.15","0.27","0","0","0","0","0","0.45","1.56","0.78","1.37","1.38","0.93","1.29","0.79","1.55","1.31","1.27","1.7","0.86","0.83","0.45","0.78","0.98","1.14","0.56","","1.86","0.56",""
"HFAMDB_828","60_74","FEMALE","HUN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.55","2.05","0.7","1.23","1.12","1.56","1","1.85","0.38","0.88","0.11","0.27","0.36","0.22","0.11","0.09","0.11","0.22","0","0.09","0","0.19","0.35","0.25","0","0","0","0","0.1","0","0.44","0.87","0.8","3.5","4.27","4.98","4.06","3.71"
"HFAMDB_828","60_74","FEMALE","ISL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.54","6.55","0","0","0","0","0","0","0","0","0","0","0","","","","","","0",""
"HFAMDB_828","60_74","FEMALE","IRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56","1.54","0","1.07","0","0","1.05","0","0","0","0.89","0.42","0.42","0.41","0","0","0","0.9","0.91","0","0.91","0.97","0","0.96","0","0","0","0.46","0.46","0.84","0","2.008425","0","1.1","0","","",""
"HFAMDB_828","60_74","FEMALE","ISR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.49","0","0","0","0.52","0.51","1.47","0.43","1.49","0","1.33","0","1.57","2.93","7.01","11.16","8.09","8.37","7.07","8.37","5.83","8.16","9.59","8.75","10.53","8.07","6.13","5.21","4.58","4.69","2.28","4.75","3.67","2.18","2.29","2.39",""
"HFAMDB_828","60_74","FEMALE","ITA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22","0.55","0.75","0.43","0.42","0.47","0.32","0.45","0.16","0.32","0.4","0.17","0.24","0.17","0.37","0.4","2.44","3.31","5.08","5.96","5.66","5.56","5.54","7.08","4.86","5.43","4.34","4.24","4.55","5.93","6.86","6.2","6.88","6.43","5.6","5.63","5.15",""
"HFAMDB_828","60_74","FEMALE","KAZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.33","0.24","0.42","0.26","1.14","1.32","2.05","1.28","1.21","1.79","1.11","0.87","0.77","0.16","0.19","0.43","0.36","0.22","0.4","0.41","0.26","0.66","0.11","0.51","0.41",""
"HFAMDB_828","60_74","FEMALE","KGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62965176","3.42338992","2.78268809","0","2.40316164","1.76136987","2.36974381","1.06947296","0.60624579","0.96","1.72","0","0","0.57","0.58","2.32","0.62","2.59","0.83","1.64","0.59","1.68","1.35","1.25","1.47",""
"HFAMDB_828","60_74","FEMALE","LVA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","1.08663998","","","","","","","2.31711582","0.89533248","0.44966455","0.50461012","0","0.78","0","0.35","0","0.35","0.46","0.49","1.4","0","0.42","0.39","1.62","2.13","4.79","3.63","1.64","2.19","4.34","0.97","2.04",""
"HFAMDB_828","60_74","FEMALE","LTU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.44191473","1.0616366","0","0.7","0","0","0.38","0.28","0","0.72","0.87","1.13","1.58","0.59","0.75","0","0.54","0.27","1.16","0.71","1.12","0.82","0.28","1.53","1.99","1.79"
"HFAMDB_828","60_74","FEMALE","LUX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.95","3.18","2.54","0","2.56","11.23","0","0","3.87","0","0","0","0","0","0","3.01","0","",""
"HFAMDB_828","60_74","FEMALE","MLT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","5.43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.29","8.29","0","3","0","0","5.68","2.79","0","5.51","0","0","2.19","",""
"HFAMDB_828","60_74","FEMALE","MNE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"HFAMDB_828","60_74","FEMALE","NLD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","0.23","0","0.19","0.09","0.45","0.22","0","0.22","0","0.12","0.1","0","0","0.2","0","0.12","0.47","0.36","0.41","0.46","0.45","1.15","0.66","0.79","0.5","0.18","0.36","0.16","0.59","0.16","0.4","0.31","0.59","0.38","0.22","0.49","0.53"
