"Measure code","AGE_GRP","SEX","COUNTRY_REGION","YEAR","VALUE"
"HFAMDB_256","60_74","ALL","KGZ","2013","2"
"HFAMDB_256","60_74","MALE","KGZ","2013","2.25"
"HFAMDB_256","60_74","FEMALE","KGZ","2013","1.79"
"HFAMDB_256","60_74","MALE","BEL","2011","3.16"
"HFAMDB_256","60_74","ALL","BEL","2011","2.98"
"HFAMDB_256","60_74","MALE","BEL","2000","4.48"
"HFAMDB_256","60_74","FEMALE","BEL","2011","2.81"
"HFAMDB_256","60_74","FEMALE","BEL","2000","3.28"
"HFAMDB_256","60_74","ALL","BEL","2000","3.83"
"HFAMDB_256","60_74","ALL","BIH","2011","3.6"
"HFAMDB_256","60_74","MALE","BIH","2011","2.88"
"HFAMDB_256","60_74","FEMALE","BIH","2011","4.18"
"HFAMDB_256","60_74","MALE","BLR","2011","0.74"
"HFAMDB_256","60_74","ALL","BLR","2011","1.47"
"HFAMDB_256","60_74","FEMALE","BLR","2011","1.97"
"HFAMDB_256","60_74","FEMALE","FIN","2012","2.04"
"HFAMDB_256","60_74","ALL","FIN","2012","2.12"
"HFAMDB_256","60_74","MALE","FIN","2012","2.25"
"HFAMDB_256","60_74","FEMALE","FRA","2011","2.47"
"HFAMDB_256","60_74","MALE","FRA","2011","4.49"
"HFAMDB_256","60_74","ALL","FRA","2011","3.42"
"HFAMDB_256","60_74","FEMALE","GEO","2011","6.36"
"HFAMDB_256","60_74","MALE","GEO","2011","2.5"
"HFAMDB_256","60_74","ALL","GEO","2011","4.76"
"HFAMDB_256","60_74","FEMALE","GEO","2012","3.79"
"HFAMDB_256","60_74","MALE","GEO","2012","7.97"
"HFAMDB_256","60_74","ALL","GEO","2012","5.61"
"HFAMDB_256","60_74","FEMALE","ISR","2012","6.26"
"HFAMDB_256","60_74","ALL","ISR","2012","6.09"
"HFAMDB_256","60_74","MALE","ISR","2012","5.84"
"HFAMDB_256","60_74","ALL","KGZ","2011","2.25"
"HFAMDB_256","60_74","ALL","KGZ","2012","1.58"
"HFAMDB_256","60_74","MALE","KGZ","2011","1.53"
"HFAMDB_256","60_74","MALE","KGZ","2012","2.13"
"HFAMDB_256","60_74","FEMALE","KGZ","2012","1.12"
"HFAMDB_256","60_74","FEMALE","KGZ","2011","2.77"
"HFAMDB_256","60_74","FEMALE","LTU","2008","1.28"
"HFAMDB_256","60_74","ALL","LTU","2008","1.78"
"HFAMDB_256","60_74","ALL","LTU","2007","1.94"
"HFAMDB_256","60_74","FEMALE","LTU","2004","3.58"
"HFAMDB_256","60_74","ALL","LTU","2012","1.01"
"HFAMDB_256","60_74","ALL","LTU","2011","2.04"
"HFAMDB_256","60_74","ALL","LTU","2001","1.78"
"HFAMDB_256","60_74","MALE","LTU","2002","1.89"
"HFAMDB_256","60_74","FEMALE","LTU","2009","2.35"
"HFAMDB_256","60_74","MALE","LTU","2012","1.19"
"HFAMDB_256","60_74","MALE","LTU","2004","1.42"
"HFAMDB_256","60_74","FEMALE","LTU","2011","0.81"
"HFAMDB_256","60_74","FEMALE","LTU","2002","2.77"
"HFAMDB_256","60_74","FEMALE","LTU","2010","0.98"
"HFAMDB_256","60_74","ALL","LTU","2009","1.61"
"HFAMDB_256","60_74","ALL","LTU","2002","2.4"
"HFAMDB_256","60_74","ALL","LTU","2005","1.71"
"HFAMDB_256","60_74","MALE","LTU","2001","2.89"
"HFAMDB_256","60_74","MALE","LTU","2009","0.54"
"HFAMDB_256","60_74","ALL","LTU","2006","2.04"
"HFAMDB_256","60_74","MALE","LTU","2005","0.47"
"HFAMDB_256","60_74","FEMALE","LTU","2007","1.79"
"HFAMDB_256","60_74","FEMALE","LTU","2005","2.53"
"HFAMDB_256","60_74","MALE","LTU","2011","3.91"
"HFAMDB_256","60_74","MALE","LTU","2007","2.16"
"HFAMDB_256","60_74","MALE","LTU","2008","2.58"
"HFAMDB_256","60_74","MALE","LTU","2003","1"
"HFAMDB_256","60_74","FEMALE","LTU","2006","1.85"
"HFAMDB_256","60_74","ALL","LTU","2010","1.95"
"HFAMDB_256","60_74","MALE","LTU","2010","3.38"
"HFAMDB_256","60_74","ALL","LTU","2003","0.73"
"HFAMDB_256","60_74","FEMALE","LTU","2003","0.53"
"HFAMDB_256","60_74","ALL","LTU","2004","2.7"
"HFAMDB_256","60_74","FEMALE","LTU","2001","1.14"
