"Measure code","AGE_GRP","SEX","COUNTRY_REGION","YEAR","VALUE"
"HFAMDB_438","TOTAL","MALE","BEL","2002","119"
"HFAMDB_438","TOTAL","FEMALE","BEL","2001","135"
"HFAMDB_438","TOTAL","FEMALE","BEL","2002","128"
"HFAMDB_438","TOTAL","FEMALE","ALB","2007","3"
"HFAMDB_438","TOTAL","FEMALE","ALB","2008","8"
"HFAMDB_438","TOTAL","MALE","ALB","2005","8"
"HFAMDB_438","TOTAL","FEMALE","ALB","2009","4"
"HFAMDB_438","TOTAL","ALL","ALB","2008","13"
"HFAMDB_438","TOTAL","FEMALE","ALB","2005","3"
"HFAMDB_438","TOTAL","MALE","ALB","2008","5"
"HFAMDB_438","TOTAL","ALL","ALB","2009","15"
"HFAMDB_438","TOTAL","MALE","ALB","2009","11"
"HFAMDB_438","TOTAL","MALE","ALB","2007","3"
"HFAMDB_438","TOTAL","FEMALE","ALB","2006","2"
"HFAMDB_438","TOTAL","MALE","ALB","2006","6"
"HFAMDB_438","TOTAL","ALL","ALB","2005","11"
"HFAMDB_438","TOTAL","FEMALE","AUT","2012","143"
"HFAMDB_438","TOTAL","ALL","AUT","2012","352"
"HFAMDB_438","TOTAL","MALE","AUT","2012","209"
"HFAMDB_438","TOTAL","FEMALE","BEL","2000","129"
"HFAMDB_438","TOTAL","ALL","BEL","2000","258"
"HFAMDB_438","TOTAL","FEMALE","BEL","2011","173"
"HFAMDB_438","TOTAL","ALL","BEL","2011","352"
"HFAMDB_438","TOTAL","MALE","BEL","2011","179"
"HFAMDB_438","TOTAL","MALE","BEL","2000","129"
"HFAMDB_438","TOTAL","ALL","BLR","2011","233"
"HFAMDB_438","TOTAL","FEMALE","BLR","2011","134"
"HFAMDB_438","TOTAL","MALE","BLR","2011","99"
"HFAMDB_438","TOTAL","MALE","CYP","2011","6"
"HFAMDB_438","TOTAL","FEMALE","CYP","2012","4"
"HFAMDB_438","TOTAL","ALL","CYP","2012","12"
"HFAMDB_438","TOTAL","MALE","CYP","2012","8"
"HFAMDB_438","TOTAL","MALE","CYP","1999","5"
"HFAMDB_438","TOTAL","ALL","CYP","2011","12"
"HFAMDB_438","TOTAL","ALL","CYP","1999","8"
"HFAMDB_438","TOTAL","FEMALE","CYP","1999","3"
"HFAMDB_438","TOTAL","FEMALE","DNK","2012","120"
"HFAMDB_438","TOTAL","ALL","DNK","2012","301"
"HFAMDB_438","TOTAL","MALE","DNK","2012","181"
"HFAMDB_438","TOTAL","ALL","FIN","2012","213"
"HFAMDB_438","TOTAL","MALE","FIN","2012","128"
"HFAMDB_438","TOTAL","FEMALE","FIN","2012","85"
"HFAMDB_438","TOTAL","MALE","FRA","2011","991"
"HFAMDB_438","TOTAL","FEMALE","FRA","2011","729"
"HFAMDB_438","TOTAL","ALL","FRA","2011","1720"
"HFAMDB_438","TOTAL","ALL","GEO","2012","64"
"HFAMDB_438","TOTAL","ALL","GEO","2011","48"
"HFAMDB_438","TOTAL","FEMALE","GEO","2011","29"
"HFAMDB_438","TOTAL","MALE","GEO","2012","33"
"HFAMDB_438","TOTAL","MALE","GEO","2011","19"
"HFAMDB_438","TOTAL","FEMALE","GEO","2012","31"
"HFAMDB_438","TOTAL","ALL","GRC","2012","227"
"HFAMDB_438","TOTAL","FEMALE","GRC","2012","94"
"HFAMDB_438","TOTAL","MALE","GRC","2012","133"
"HFAMDB_438","TOTAL","MALE","ISR","2012","123"
"HFAMDB_438","TOTAL","FEMALE","ISR","2012","107"
"HFAMDB_438","TOTAL","ALL","ISR","2012","230"
"HFAMDB_438","TOTAL","ALL","KGZ","2011","16"
"HFAMDB_438","TOTAL","MALE","KGZ","2011","9"
"HFAMDB_438","TOTAL","MALE","KGZ","2012","9"
"HFAMDB_438","TOTAL","ALL","KGZ","2012","16"
"HFAMDB_438","TOTAL","FEMALE","KGZ","2012","7"
"HFAMDB_438","TOTAL","FEMALE","KGZ","2011","7"
"HFAMDB_438","TOTAL","MALE","LTU","2012","41"
"HFAMDB_438","TOTAL","ALL","LTU","2011","113"
"HFAMDB_438","TOTAL","ALL","LTU","2012","107"
"HFAMDB_438","TOTAL","FEMALE","LTU","2012","66"
"HFAMDB_438","TOTAL","FEMALE","LTU","2011","56"
"HFAMDB_438","TOTAL","MALE","LTU","2011","57"
"HFAMDB_438","TOTAL","ALL","LUX","2012","12"
"HFAMDB_438","TOTAL","FEMALE","LUX","2012","7"
"HFAMDB_438","TOTAL","MALE","LUX","2012","5"
"HFAMDB_438","TOTAL","MALE","MLT","2012","5"
"HFAMDB_438","TOTAL","ALL","MLT","2012","11"
"HFAMDB_438","TOTAL","FEMALE","MLT","2012","6"
"HFAMDB_438","TOTAL","ALL","POL","2012","1302"
"HFAMDB_438","TOTAL","FEMALE","POL","2012","627"
"HFAMDB_438","TOTAL","MALE","POL","2012","675"
"HFAMDB_438","TOTAL","FEMALE","PRT","2012","121"
"HFAMDB_438","TOTAL","MALE","PRT","2012","143"
"HFAMDB_438","TOTAL","ALL","PRT","1999","159"
"HFAMDB_438","TOTAL","FEMALE","PRT","1999","73"
"HFAMDB_438","TOTAL","ALL","PRT","2012","264"
"HFAMDB_438","TOTAL","ALL","ROU","2012","409"
